Datetime,Date,Time,open,high,low,close,BuyPrice,SellPrice,Strike,EMA5
2022-10-20 09:15:00,2022-10-20,09:15:00,109.7,125.2,99.45,99.45,108.8,115.3,17600,99.45
2022-10-20 09:20:00,2022-10-20,09:20:00,98.7,103.6,92.55,94.05,98.75,98.95,17600,96.21000000000001
2022-10-20 09:25:00,2022-10-20,09:25:00,94.35,103.75,94.35,97.5,94.4,94.6,17600,96.82105263157894
2022-10-20 09:30:00,2022-10-20,09:30:00,97.0,97.0,90.25,96.6,96.85,96.95,17600,96.72923076923077
2022-10-20 09:35:00,2022-10-20,09:35:00,96.4,99.75,91.95,93.5,96.2,96.4,17600,95.48957345971564
2022-10-20 09:40:00,2022-10-20,09:40:00,93.1,94.85,86.0,88.7,93.0,93.05,17600,93.00857142857144
2022-10-20 09:45:00,2022-10-20,09:45:00,88.05,92.3,83.65,87.7,88.05,88.25,17600,91.12904322486646
2022-10-20 09:50:00,2022-10-20,09:50:00,87.3,91.0,85.5,87.9,87.15,87.3,17600,90.0089928628073
2022-10-20 09:55:00,2022-10-20,09:55:00,88.05,92.05,86.6,88.9,87.9,88.0,17600,89.6294559490898
2022-10-20 10:00:00,2022-10-20,10:00:00,88.85,90.0,82.7,83.2,88.8,88.85,17600,87.44848255062476
2022-10-20 10:05:00,2022-10-20,10:05:00,83.65,87.6,80.45,87.6,83.5,83.65,17600,87.4995790952547
2022-10-20 10:10:00,2022-10-20,10:10:00,87.55,90.8,84.0,88.55,87.35,87.55,17600,87.85243901051496
2022-10-20 10:15:00,2022-10-20,10:15:00,88.2,90.5,78.65,78.65,88.2,88.35,17600,84.76911651685771
2022-10-20 10:20:00,2022-10-20,10:20:00,78.4,82.55,75.35,82.55,78.35,78.45,17600,84.02686844984409
2022-10-20 10:25:00,2022-10-20,10:25:00,82.1,83.8,76.6,77.15,82.05,82.2,17600,81.72933217887869
2022-10-20 10:30:00,2022-10-20,10:30:00,77.15,77.7,73.0,75.2,77.2,77.3,17600,79.5495695639848
2022-10-20 10:35:00,2022-10-20,10:35:00,74.75,79.35,72.8,73.5,74.65,74.8,17600,77.53099760775774
2022-10-20 10:40:00,2022-10-20,10:40:00,72.9,76.65,70.0,74.5,72.9,73.05,17600,76.51998097806727
2022-10-20 10:45:00,2022-10-20,10:45:00,74.9,77.5,74.1,77.2,74.8,74.9,17600,76.74675628212808
2022-10-20 10:50:00,2022-10-20,10:50:00,77.05,79.1,75.0,79.05,77.0,77.15,17600,77.51473514133848
2022-10-20 10:55:00,2022-10-20,10:55:00,79.2,81.0,76.95,80.8,79.1,79.25,17600,78.6100430212062
2022-10-20 11:00:00,2022-10-20,11:00:00,80.85,85.1,80.6,85.1,80.8,80.85,17600,80.77365119590935
2022-10-20 11:05:00,2022-10-20,11:05:00,85.75,88.5,82.05,88.4,85.65,85.75,17600,83.3159939988563
2022-10-20 11:10:00,2022-10-20,11:10:00,88.35,89.7,81.15,82.0,88.25,88.35,17600,82.87730327294142
2022-10-20 11:15:00,2022-10-20,11:15:00,81.65,81.65,76.2,77.75,81.45,81.65,17600,81.16813449524017
2022-10-20 11:20:00,2022-10-20,11:20:00,77.8,81.95,76.35,78.3,77.8,77.9,17600,80.21206442188715
2022-10-20 11:25:00,2022-10-20,11:25:00,77.8,82.9,76.3,82.8,77.75,77.85,17600,81.07472479822997
2022-10-20 11:30:00,2022-10-20,11:30:00,82.95,90.6,82.95,90.6,82.85,82.95,17600,84.24985378900215
2022-10-20 11:35:00,2022-10-20,11:35:00,90.9,94.0,81.5,82.45,90.7,90.85,17600,83.64989783276043
2022-10-20 11:40:00,2022-10-20,11:40:00,82.2,85.7,78.05,83.9,82.25,82.35,17600,83.73326565661142
2022-10-20 11:45:00,2022-10-20,11:45:00,83.6,89.4,83.6,86.6,83.55,83.7,17600,84.68884709337296
2022-10-20 11:50:00,2022-10-20,11:50:00,87.2,96.0,85.85,92.5,87.2,87.35,17600,87.29257076387816
2022-10-20 11:55:00,2022-10-20,11:55:00,92.65,98.65,89.7,95.8,92.55,92.65,17600,90.12838489118994
2022-10-20 12:00:00,2022-10-20,12:00:00,95.85,101.1,91.6,95.8,95.85,96.0,17600,92.0189252083187
2022-10-20 12:05:00,2022-10-20,12:05:00,95.8,103.3,88.05,99.8,95.8,96.0,17600,94.61261858679454
2022-10-20 12:10:00,2022-10-20,12:10:00,99.75,104.5,94.65,97.15,99.6,99.75,17600,95.4584127784356
2022-10-20 12:15:00,2022-10-20,12:15:00,98.1,99.1,89.55,95.35,97.85,98.05,17600,95.42227517459355
2022-10-20 12:20:00,2022-10-20,12:20:00,94.95,99.6,90.8,92.35,94.8,95.0,17600,94.3981832413418
2022-10-20 12:25:00,2022-10-20,12:25:00,92.05,100.9,91.4,98.7,92.0,92.2,17600,95.83212235541782
2022-10-20 12:30:00,2022-10-20,12:30:00,98.75,104.25,92.95,102.75,98.7,98.95,17600,98.13808177882426
2022-10-20 12:35:00,2022-10-20,12:35:00,103.0,106.5,100.3,102.15,102.9,103.0,17600,99.47538793317813
2022-10-20 12:40:00,2022-10-20,12:40:00,101.9,105.2,94.55,103.4,101.75,101.95,17600,100.78359200803476
2022-10-20 12:45:00,2022-10-20,12:45:00,104.3,113.7,102.7,103.7,104.3,104.45,17600,101.75572803140622
2022-10-20 12:50:00,2022-10-20,12:50:00,104.0,111.45,101.3,110.2,103.8,103.95,17600,104.57048540455433
2022-10-20 12:55:00,2022-10-20,12:55:00,110.9,116.45,105.6,107.7,110.85,111.1,17600,105.6136569487932
2022-10-20 13:00:00,2022-10-20,13:00:00,107.15,126.0,107.15,124.75,107.2,107.35,17600,111.9924380165075
2022-10-20 13:05:00,2022-10-20,13:05:00,125.05,135.65,119.35,128.45,125.0,125.1,17600,117.47829204004225
2022-10-20 13:10:00,2022-10-20,13:10:00,128.55,128.55,115.75,116.85,128.45,128.55,17600,117.26886135928915
2022-10-20 13:15:00,2022-10-20,13:15:00,117.55,122.4,114.25,119.6,117.55,117.8,17600,118.04590757468742
2022-10-20 13:20:00,2022-10-20,13:20:00,118.7,120.0,93.6,97.7,118.65,118.9,17600,111.26393837248858
2022-10-20 13:25:00,2022-10-20,13:25:00,96.35,103.05,92.75,96.25,96.45,96.55,17600,106.25929224309309
2022-10-20 13:30:00,2022-10-20,13:30:00,95.85,103.05,95.25,97.1,95.8,96.0,17600,103.20619482660061
2022-10-20 13:35:00,2022-10-20,13:35:00,97.2,105.75,96.5,103.45,97.1,97.35,17600,103.28746321777152
