Date,Time,open,high,low,close,BuyPrice,SellPrice,ema5,Long_Call_Entry,Long Call Entry Point,short_put_entry,Short Put Entry Point,Call Or Put Status,round off values
2022-07-10,09:15:00,17301.1,17413.9,17261.1,17350.65,17274.2,17286.85,17350.65,False,,False,,,17400.0
2022-07-10,09:20:00,17308.4,17416.6,17282.95,17394.45,17305.7,17307.9,17376.93,True,Enter the Long Call trade at - 17394.45,False,,Buy Call and Sell Put at ,17400.0
2022-07-10,09:25:00,17291.65,17408.8,17270.3,17378.55,17290.0,17290.85,17377.69736842105,True,Enter the Long Call trade at - 17378.55,False,,Buy Call and Sell Put at ,17400.0
2022-07-10,09:30:00,17270.05,17374.65,17247.0,17304.6,17270.05,17271.25,17347.333846153844,False,,True,Enter the short put trade at - 17304.6,Buy Put and Sell Call at ,17300.0
2022-07-10,09:35:00,17263.8,17370.55,17254.0,17365.7,17261.95,17264.0,17354.38436018957,True,Enter the Long Call trade at - 17365.7,False,,Buy Call and Sell Put at ,17400.0
2022-07-10,09:40:00,17262.4,17372.0,17250.05,17367.35,17263.1,17264.5,17359.122180451126,True,Enter the Long Call trade at - 17367.35,False,,Buy Call and Sell Put at ,17400.0
2022-07-10,09:45:00,17264.0,17390.0,17261.6,17390.0,17263.55,17264.0,17370.05463817387,True,Enter the Long Call trade at - 17390.0,False,,Buy Call and Sell Put at ,17400.0
2022-07-10,09:50:00,17287.25,17415.0,17285.0,17415.0,17287.1,17287.6,17385.644726407612,True,Enter the Long Call trade at - 17415.0,False,,Buy Call and Sell Put at ,17400.0
2022-07-10,09:55:00,17312.05,17447.45,17312.05,17447.45,17312.35,17314.85,17406.79669552971,True,Enter the Long Call trade at - 17447.45,False,,Buy Call and Sell Put at ,17400.0
2022-07-10,10:00:00,17343.45,17451.1,17325.3,17430.0,17341.45,17343.5,17414.667624299873,True,Enter the Long Call trade at - 17430.0,False,,Buy Call and Sell Put at ,17400.0
2022-07-10,10:05:00,17325.0,17430.0,17313.85,17425.0,17325.0,17325.25,17418.15203284999,True,Enter the Long Call trade at - 17425.0,False,,Buy Call and Sell Put at ,17400.0
2022-07-10,10:10:00,17327.85,17425.0,17305.1,17412.6,17325.0,17327.1,17416.286980629382,False,,True,Enter the short put trade at - 17412.6,Buy Put and Sell Call at ,17400.0
2022-07-10,10:15:00,17310.0,17412.9,17292.0,17405.0,17309.0,17310.0,17412.50522220422,False,,True,Enter the short put trade at - 17405.0,Buy Put and Sell Call at ,17400.0
2022-07-10,10:20:00,17405.0,17405.0,17290.0,17395.3,17401.95,17405.0,17406.750435185782,False,,True,Enter the short put trade at - 17395.3,Buy Put and Sell Call at ,17400.0
2022-07-10,10:25:00,17296.25,17395.3,17282.7,17336.15,17294.3,17296.3,17383.163091357943,False,,True,Enter the short put trade at - 17336.15,Buy Put and Sell Call at ,17300.0
2022-07-10,10:30:00,17291.0,17392.6,17279.3,17385.25,17291.0,17291.6,17383.85978825037,True,Enter the Long Call trade at - 17385.25,False,,Buy Call and Sell Put at ,17400.0
2022-07-10,10:35:00,17283.05,17388.5,17277.35,17384.3,17281.8,17282.9,17384.00667458389,True,Enter the Long Call trade at - 17384.3,False,,Buy Call and Sell Put at ,17400.0
2022-07-10,10:40:00,17280.0,17403.5,17280.0,17337.0,17280.0,17280.6,17368.32717368652,False,,True,Enter the short put trade at - 17337.0,Buy Put and Sell Call at ,17300.0
