Symbol,Date,EnTime,Bprice,ExTime,Sprice,Option,p/l,Strike
NIFTY,08/04/22,13:20:00,147.6,13:25:00,149.95,Buy Put,117.5,17800
NIFTY,08/04/22,13:25:00,113.65,15:30:00,153,Sell Put,1967.5,17800
NIFTY,11/04/22,9:20:00,103.65,9:35:00,113.7,Buy Put,502.5,17700
NIFTY,11/04/22,9:35:00,110.2,9:40:00,116.05,Buy Call,292.5,17700
NIFTY,11/04/22,9:40:00,107.75,9:55:00,124.4,Buy Put,832.5,17700
NIFTY,11/04/22,9:55:00,102.05,10:00:00,115.5,Buy Call,672.5,17700
NIFTY,11/04/22,10:00:00,109.45,10:05:00,116.4,Buy Put,347.5,17700
NIFTY,11/04/22,10:05:00,106.75,10:30:00,119.45,Buy Call,635,17700
NIFTY,11/04/22,10:30:00,98.95,11:05:00,120,Buy Put,1052.5,17700
NIFTY,11/04/22,11:05:00,98.1,12:25:00,115.8,Buy Call,885,17700
NIFTY,11/04/22,12:25:00,93.8,15:05:00,101.65,Buy Put,392.5,17700
NIFTY,11/04/22,15:05:00,86.6,15:10:00,91.35,Buy Call,237.5,17700
NIFTY,11/04/22,15:10:00,93.25,15:30:00,94.85,Sell Call,80,17700
NIFTY,12/04/22,9:20:00,61.1,9:30:00,67,Buy Call,295,17600
NIFTY,12/04/22,9:30:00,91.35,9:40:00,109.05,Buy Put,885,17600
NIFTY,12/04/22,9:40:00,49,9:45:00,53.4,Buy Call,220,17600
NIFTY,12/04/22,9:45:00,99.05,10:40:00,136.55,Buy Put,1875,17600
NIFTY,12/04/22,10:40:00,39,12:00:00,43.9,Buy Call,245,17600
NIFTY,12/04/22,12:00:00,112.65,12:05:00,117.25,Buy Put,230,17600
NIFTY,12/04/22,12:05:00,41.35,12:10:00,45.85,Buy Call,225,17600
NIFTY,12/04/22,12:10:00,105.9,14:00:00,131.7,Buy Put,1290,17600
NIFTY,12/04/22,14:00:00,28.25,14:45:00,54.35,Buy Call,1305,17600
NIFTY,12/04/22,14:45:00,67.9,14:50:00,83.25,Buy Put,767.5,17600
NIFTY,12/04/22,14:50:00,42.05,14:55:00,43.55,Buy Call,75,17600
NIFTY,12/04/22,14:55:00,78.75,15:30:00,103.5,Sell Call,1237.5,17600
NIFTY,13/04/22,10:00:00,31.9,10:50:00,75.2,Buy Put,2165,17600
NIFTY,13/04/22,10:50:00,21.85,10:55:00,24.65,Buy Call,140,17600
NIFTY,13/04/22,10:55:00,65.7,11:00:00,65.2,Buy Put,-25,17600
NIFTY,13/04/22,11:00:00,24.4,11:05:00,24.6,Buy Call,10,17600
NIFTY,13/04/22,11:05:00,64.8,11:15:00,67.35,Buy Put,127.5,17600
NIFTY,13/04/22,11:15:00,22.85,11:20:00,23.75,Buy Call,45,17600
NIFTY,13/04/22,11:20:00,63.8,11:25:00,66.35,Buy Put,127.5,17600
NIFTY,13/04/22,11:25:00,22.7,11:35:00,26.85,Buy Call,207.5,17600
NIFTY,13/04/22,11:35:00,55.9,13:15:00,88.9,Buy Put,1650,17600
NIFTY,13/04/22,13:15:00,8,15:30:00,0.05,Sell Put,-397.5,17600
NIFTY,18/04/22,9:20:00,151.2,9:45:00,154.85,Buy Call,182.5,17200
NIFTY,18/04/22,9:45:00,117.9,9:55:00,132.4,Buy Put,725,17200
NIFTY,18/04/22,9:55:00,139.5,10:00:00,142.05,Buy Call,127.5,17200
NIFTY,18/04/22,10:00:00,125.3,10:30:00,159.7,Buy Put,1720,17200
NIFTY,18/04/22,10:30:00,115.5,10:45:00,125.25,Buy Call,487.5,17200
NIFTY,18/04/22,10:45:00,140.65,11:05:00,150.95,Buy Put,515,17200
NIFTY,18/04/22,11:05:00,118,11:30:00,128.8,Buy Call,540,17200
NIFTY,18/04/22,11:30:00,133.45,11:50:00,141.55,Buy Put,405,17200
NIFTY,18/04/22,11:50:00,120.65,11:55:00,126.85,Buy Call,310,17200
NIFTY,18/04/22,11:55:00,133.3,12:15:00,151.2,Buy Put,895,17200
NIFTY,18/04/22,12:15:00,114.1,12:20:00,117.2,Buy Call,155,17200
NIFTY,18/04/22,12:20:00,145.35,13:15:00,179.8,Buy Put,1722.5,17200
NIFTY,18/04/22,13:15:00,100.25,13:40:00,109.7,Buy Call,472.5,17200
NIFTY,18/04/22,13:40:00,161.4,13:45:00,167.9,Buy Put,325,17200
NIFTY,18/04/22,13:45:00,105.05,14:15:00,112.9,Buy Call,392.5,17200
NIFTY,18/04/22,14:15:00,149.9,14:20:00,156.05,Buy Put,307.5,17200
NIFTY,18/04/22,14:20:00,108.1,14:50:00,122,Buy Call,695,17200
NIFTY,18/04/22,14:50:00,126.1,15:10:00,141.95,Buy Put,792.5,17200
NIFTY,18/04/22,15:10:00,109.2,15:30:00,122.15,Sell Put,647.5,17200
NIFTY,19/04/22,9:20:00,95,9:25:00,102.5,Buy Put,375,17200
NIFTY,19/04/22,9:25:00,115,9:30:00,116,Buy Call,50,17200
NIFTY,19/04/22,9:30:00,96.95,9:40:00,112.45,Buy Put,775,17200
NIFTY,19/04/22,9:40:00,99.45,9:45:00,106.55,Buy Call,355,17200
NIFTY,19/04/22,9:45:00,103.05,9:55:00,107.4,Buy Put,217.5,17200
NIFTY,19/04/22,9:55:00,103,10:05:00,112.6,Buy Call,480,17200
NIFTY,19/04/22,10:05:00,95.3,10:10:00,103.45,Buy Put,407.5,17200
NIFTY,19/04/22,10:10:00,105.2,10:15:00,108.5,Buy Call,165,17200
NIFTY,19/04/22,10:15:00,99.85,10:35:00,108.25,Buy Put,420,17200
NIFTY,19/04/22,10:35:00,99.2,10:45:00,106.7,Buy Call,375,17200
NIFTY,19/04/22,10:45:00,99.4,11:00:00,114.2,Buy Put,740,17200
NIFTY,19/04/22,11:00:00,90.7,12:40:00,113.95,Buy Call,1162.5,17200
NIFTY,19/04/22,12:40:00,79.9,13:15:00,101.4,Buy Put,1075,17200
NIFTY,19/04/22,13:15:00,91.2,14:30:00,112.45,Buy Call,1062.5,17200
NIFTY,19/04/22,14:30:00,70.75,15:30:00,323.85,Sell Call,12655,17200
NIFTY,20/04/22,9:20:00,68.4,10:05:00,89.2,Buy Call,1040,17100
NIFTY,20/04/22,10:05:00,71.75,10:15:00,72.9,Buy Put,57.5,17100
NIFTY,20/04/22,10:15:00,87.95,10:20:00,89.25,Buy Call,65,17100
NIFTY,20/04/22,10:20:00,73.35,10:25:00,72.1,Buy Put,-62.5,17100
NIFTY,20/04/22,10:25:00,88.8,10:30:00,89.35,Buy Call,27.5,17100
NIFTY,20/04/22,10:30:00,70.2,10:45:00,85.9,Buy Put,785,17100
NIFTY,20/04/22,10:45:00,80.05,10:50:00,82.1,Buy Call,102.5,17100
NIFTY,20/04/22,10:50:00,79.8,11:00:00,86.95,Buy Put,357.5,17100
NIFTY,20/04/22,11:00:00,76.5,11:25:00,90.95,Buy Call,722.5,17100
NIFTY,20/04/22,11:25:00,66.3,12:00:00,95.15,Buy Put,1442.5,17100
NIFTY,20/04/22,12:00:00,67.15,13:30:00,104.65,Buy Call,1875,17100
NIFTY,20/04/22,13:30:00,53.75,14:20:00,86.05,Buy Put,1615,17100
NIFTY,20/04/22,14:20:00,63.6,14:25:00,71.35,Buy Call,387.5,17100
NIFTY,20/04/22,14:25:00,73.45,14:35:00,88.1,Buy Put,732.5,17100
NIFTY,20/04/22,14:35:00,61.05,14:55:00,84.6,Buy Call,1177.5,17100
NIFTY,20/04/22,14:55:00,57,15:00:00,62.1,Buy Put,255,17100
NIFTY,20/04/22,15:00:00,77.15,15:30:00,96,Sell Put,942.5,17100
NIFTY,21/04/22,11:05:00,4.95,11:35:00,10.15,Buy Call,260,17400
NIFTY,21/04/22,11:35:00,76.15,11:45:00,79.25,Buy Put,155,17400
NIFTY,21/04/22,11:45:00,8.15,11:50:00,7.9,Buy Call,-12.5,17400
NIFTY,21/04/22,11:50:00,76.25,11:55:00,77.9,Buy Put,82.5,17400
NIFTY,21/04/22,11:55:00,8,12:00:00,9.7,Buy Call,85,17400
NIFTY,21/04/22,12:00:00,68.2,12:05:00,72.05,Buy Put,192.5,17400
NIFTY,21/04/22,12:05:00,8.9,12:15:00,8.7,Buy Call,-10,17400
NIFTY,21/04/22,12:15:00,69.5,12:25:00,77.5,Buy Put,400,17400
NIFTY,21/04/22,12:25:00,6.8,12:50:00,14.75,Buy Call,397.5,17400
NIFTY,21/04/22,12:50:00,48.45,12:55:00,61.5,Buy Put,652.5,17400
NIFTY,21/04/22,12:55:00,7.7,13:45:00,15.5,Buy Call,390,17400
NIFTY,21/04/22,13:45:00,34.45,14:05:00,41.35,Buy Put,345,17400
NIFTY,21/04/22,14:05:00,8.25,14:30:00,19.9,Buy Call,582.5,17400
NIFTY,21/04/22,14:30:00,16.6,14:35:00,19.85,Buy Put,162.5,17400
NIFTY,21/04/22,14:35:00,12,15:00:00,10.7,Buy Call,-65,17400
NIFTY,21/04/22,15:00:00,12.05,15:25:00,6.8,Buy Put,-262.5,17400
NIFTY,21/04/22,15:25:00,0.1,15:30:00,0.05,Sell Put,-2.5,17400
NIFTY,22/04/22,9:20:00,161.75,9:30:00,177.4,Buy Call,782.5,17200
NIFTY,22/04/22,9:30:00,128.8,9:35:00,136.4,Buy Put,380,17200
NIFTY,22/04/22,9:35:00,165,9:45:00,169.8,Buy Call,240,17200
NIFTY,22/04/22,9:45:00,131.35,9:50:00,133.9,Buy Put,127.5,17200
NIFTY,22/04/22,9:50:00,163.85,9:55:00,173.5,Buy Call,482.5,17200
NIFTY,22/04/22,9:55:00,125.6,10:10:00,137.9,Buy Put,615,17200
NIFTY,22/04/22,10:10:00,160.6,10:20:00,163,Buy Call,120,17200
NIFTY,22/04/22,10:20:00,133.7,10:25:00,138.5,Buy Put,240,17200
NIFTY,22/04/22,10:25:00,158.6,14:00:00,188.25,Buy Call,1482.5,17200
NIFTY,22/04/22,14:00:00,112.1,15:00:00,157.3,Buy Put,2260,17200
NIFTY,22/04/22,15:00:00,137.4,15:05:00,143.85,Buy Call,322.5,17200
NIFTY,22/04/22,15:05:00,143.45,15:30:00,159.4,Sell Call,797.5,17200
NIFTY,25/04/22,9:20:00,123.8,9:40:00,141.5,Buy Call,885,17000
NIFTY,25/04/22,9:40:00,144.2,9:55:00,162.7,Buy Put,925,17000
NIFTY,25/04/22,9:55:00,125.35,10:00:00,129.35,Buy Call,200,17000
NIFTY,25/04/22,10:00:00,155.55,10:05:00,158,Buy Put,122.5,17000
NIFTY,25/04/22,10:05:00,127.55,10:20:00,157,Buy Call,1472.5,17000
NIFTY,25/04/22,10:20:00,132,10:40:00,156.9,Buy Put,1245,17000
NIFTY,25/04/22,10:40:00,129.65,10:50:00,143.7,Buy Call,702.5,17000
NIFTY,25/04/22,10:50:00,139.65,10:55:00,146.3,Buy Put,332.5,17000
NIFTY,25/04/22,10:55:00,137.4,11:05:00,148.8,Buy Call,570,17000
NIFTY,25/04/22,11:05:00,134,11:50:00,152.9,Buy Put,945,17000
NIFTY,25/04/22,11:50:00,130.85,12:00:00,137.1,Buy Call,312.5,17000
NIFTY,25/04/22,12:00:00,145.35,13:05:00,174.4,Buy Put,1452.5,17000
NIFTY,25/04/22,13:05:00,116.8,13:30:00,127.65,Buy Call,542.5,17000
NIFTY,25/04/22,13:30:00,156.9,13:45:00,172.85,Buy Put,797.5,17000
NIFTY,25/04/22,13:45:00,114.4,13:50:00,121.8,Buy Call,370,17000
NIFTY,25/04/22,13:50:00,167.5,14:00:00,175.9,Buy Put,420,17000
NIFTY,25/04/22,14:00:00,114.8,14:10:00,129.75,Buy Call,747.5,17000
NIFTY,25/04/22,14:10:00,154.85,15:15:00,169.1,Buy Put,712.5,17000
NIFTY,25/04/22,15:15:00,113,15:30:00,128,Sell Put,750,17000
NIFTY,26/04/22,9:20:00,85.85,9:45:00,96.85,Buy Call,550,17200
NIFTY,26/04/22,9:45:00,116.7,10:00:00,123.35,Buy Put,332.5,17200
NIFTY,26/04/22,10:00:00,93.05,10:10:00,95.75,Buy Call,135,17200
NIFTY,26/04/22,10:10:00,114.3,11:15:00,132.7,Buy Put,920,17200
NIFTY,26/04/22,11:15:00,78.8,11:45:00,87.7,Buy Call,445,17200
NIFTY,26/04/22,11:45:00,115.8,11:50:00,117.65,Buy Put,92.5,17200
NIFTY,26/04/22,11:50:00,85.2,12:00:00,89.7,Buy Call,225,17200
NIFTY,26/04/22,12:00:00,112.4,12:15:00,127.35,Buy Put,747.5,17200
NIFTY,26/04/22,12:15:00,79.15,12:25:00,81.95,Buy Call,140,17200
NIFTY,26/04/22,12:25:00,121.95,13:45:00,132.45,Buy Put,525,17200
NIFTY,26/04/22,13:45:00,76.35,15:30:00,102,Sell Put,1282.5,17200
NIFTY,27/04/22,9:20:00,96.9,9:25:00,102.15,Buy Put,262.5,17100
NIFTY,27/04/22,9:25:00,79.6,9:30:00,87.7,Buy Call,405,17100
NIFTY,27/04/22,9:30:00,101.2,9:50:00,112.05,Buy Put,542.5,17100
NIFTY,27/04/22,9:50:00,70.55,10:05:00,78,Buy Call,372.5,17100
NIFTY,27/04/22,10:05:00,100.55,10:40:00,115.55,Buy Put,750,17100
NIFTY,27/04/22,10:40:00,67.1,10:45:00,68.7,Buy Call,80,17100
NIFTY,27/04/22,10:45:00,111.35,11:05:00,116.5,Buy Put,257.5,17100
NIFTY,27/04/22,11:05:00,64.1,11:15:00,69.9,Buy Call,290,17100
NIFTY,27/04/22,11:15:00,106.6,13:40:00,110.9,Buy Put,215,17100
NIFTY,27/04/22,13:40:00,61.2,13:55:00,68.55,Buy Call,367.5,17100
NIFTY,27/04/22,13:55:00,90.75,14:05:00,111.65,Buy Put,1045,17100
NIFTY,27/04/22,14:05:00,54.7,15:00:00,69.95,Buy Call,762.5,17100
NIFTY,27/04/22,15:00:00,77.85,15:25:00,98.3,Buy Put,1022.5,17100
NIFTY,27/04/22,15:25:00,56.5,15:30:00,57.6,Sell Put,55,17100
NIFTY,28/04/22,11:45:00,14.25,13:20:00,55.2,Buy Call,2047.5,17200
NIFTY,28/04/22,13:20:00,13.95,13:30:00,16.55,Buy Put,130,17200
NIFTY,28/04/22,13:30:00,46.55,15:05:00,70.5,Buy Call,1197.5,17200
NIFTY,28/04/22,15:05:00,1.25,15:30:00,0.05,Sell Call,-60,17200
NIFTY,29/04/22,9:25:00,124.65,10:00:00,164.35,Buy Put,1985,17300
NIFTY,29/04/22,10:00:00,145,10:05:00,147.25,Buy Call,112.5,17300
NIFTY,29/04/22,10:05:00,160.1,10:15:00,162,Buy Put,95,17300
NIFTY,29/04/22,10:15:00,146.2,10:45:00,163.45,Buy Call,862.5,17300
NIFTY,29/04/22,10:45:00,133.85,10:50:00,138.25,Buy Put,220,17300
NIFTY,29/04/22,10:50:00,158.25,12:30:00,174.55,Buy Call,815,17300
NIFTY,29/04/22,12:30:00,124,14:30:00,172.95,Buy Put,2447.5,17300
NIFTY,29/04/22,14:30:00,120.1,14:40:00,113.4,Buy Call,-335,17300
NIFTY,29/04/22,14:40:00,180.6,14:45:00,166.9,Buy Put,-685,17300
NIFTY,29/04/22,14:45:00,125.8,15:30:00,65.05,Sell Put,-3037.5,17300
NIFTY,02/05/22,9:20:00,149.95,9:35:00,170,Buy Put,1002.5,17000
NIFTY,02/05/22,9:35:00,116.15,9:45:00,149.25,Buy Call,1655,17000
NIFTY,02/05/22,9:45:00,140.15,9:50:00,155.1,Buy Put,747.5,17000
NIFTY,02/05/22,9:50:00,129.4,9:55:00,133.75,Buy Call,217.5,17000
NIFTY,02/05/22,9:55:00,150.35,10:00:00,154.05,Buy Put,185,17000
NIFTY,02/05/22,10:00:00,130.5,10:05:00,136.95,Buy Call,322.5,17000
NIFTY,02/05/22,10:05:00,146.15,10:10:00,151.3,Buy Put,257.5,17000
NIFTY,02/05/22,10:10:00,132.2,10:20:00,141.75,Buy Call,477.5,17000
NIFTY,02/05/22,10:20:00,143.2,10:30:00,149.35,Buy Put,307.5,17000
NIFTY,02/05/22,10:30:00,135.05,10:50:00,150,Buy Call,747.5,17000
NIFTY,02/05/22,10:50:00,139.35,11:20:00,158.7,Buy Put,967.5,17000
NIFTY,02/05/22,11:20:00,124.65,11:25:00,134.15,Buy Call,475,17000
NIFTY,02/05/22,11:25:00,146.25,11:30:00,155,Buy Put,437.5,17000
NIFTY,02/05/22,11:30:00,128.65,11:40:00,132.7,Buy Call,202.5,17000
NIFTY,02/05/22,11:40:00,146.7,11:45:00,148.2,Buy Put,75,17000
NIFTY,02/05/22,11:45:00,130,11:50:00,137.75,Buy Call,387.5,17000
NIFTY,02/05/22,11:50:00,142.15,11:55:00,146.95,Buy Put,240,17000
NIFTY,02/05/22,11:55:00,132.2,12:15:00,151.7,Buy Call,975,17000
NIFTY,02/05/22,12:15:00,133.05,12:20:00,138.1,Buy Put,252.5,17000
NIFTY,02/05/22,12:20:00,145,12:45:00,158.15,Buy Call,657.5,17000
NIFTY,02/05/22,12:45:00,122.15,12:55:00,137.25,Buy Put,755,17000
NIFTY,02/05/22,12:55:00,139,13:00:00,149.5,Buy Call,525,17000
NIFTY,02/05/22,13:00:00,125.6,13:05:00,132.3,Buy Put,335,17000
NIFTY,02/05/22,13:05:00,142.75,13:15:00,150.4,Buy Call,382.5,17000
NIFTY,02/05/22,13:15:00,125.4,13:20:00,127.85,Buy Put,122.5,17000
NIFTY,02/05/22,13:20:00,145.8,13:25:00,150,Buy Call,210,17000
NIFTY,02/05/22,13:25:00,125.1,13:30:00,144.65,Buy Put,977.5,17000
NIFTY,02/05/22,13:30:00,131.95,13:40:00,149.55,Buy Call,880,17000
NIFTY,02/05/22,13:40:00,123.7,13:55:00,136.45,Buy Put,637.5,17000
NIFTY,02/05/22,13:55:00,137,14:00:00,141.85,Buy Call,242.5,17000
NIFTY,02/05/22,14:00:00,131.3,14:10:00,137.6,Buy Put,315,17000
NIFTY,02/05/22,14:10:00,135.5,14:15:00,139.45,Buy Call,197.5,17000
NIFTY,02/05/22,14:15:00,130.45,14:30:00,144.2,Buy Put,687.5,17000
NIFTY,02/05/22,14:30:00,125.25,14:35:00,133.35,Buy Call,405,17000
NIFTY,02/05/22,14:35:00,133.75,14:40:00,141.3,Buy Put,377.5,17000
NIFTY,02/05/22,14:40:00,126,15:30:00,163,Sell Put,1850,17000
NIFTY,04/05/22,10:45:00,87.85,13:00:00,136.3,Buy Put,2422.5,16900
NIFTY,04/05/22,13:00:00,101.3,13:30:00,111.75,Buy Call,522.5,16900
NIFTY,04/05/22,13:30:00,102.4,13:35:00,110.35,Buy Put,397.5,16900
NIFTY,04/05/22,13:35:00,106.95,13:45:00,115.9,Buy Call,447.5,16900
NIFTY,04/05/22,13:45:00,98.8,15:30:00,222,Sell Call,6160,16900
NIFTY,06/05/22,9:20:00,184.55,9:25:00,187.65,Buy Put,155,16400
NIFTY,06/05/22,9:25:00,191.8,9:55:00,212.05,Buy Call,1012.5,16400
NIFTY,06/05/22,9:55:00,165.7,10:30:00,198.2,Buy Put,1625,16400
NIFTY,06/05/22,10:30:00,182.6,10:35:00,192.8,Buy Call,510,16400
NIFTY,06/05/22,10:35:00,185.7,10:40:00,200.45,Buy Put,737.5,16400
NIFTY,06/05/22,10:40:00,182.3,10:50:00,185.7,Buy Call,170,16400
NIFTY,06/05/22,10:50:00,192.35,11:30:00,211.95,Buy Put,980,16400
NIFTY,06/05/22,11:30:00,168.2,11:45:00,194,Buy Call,1290,16400
NIFTY,06/05/22,11:45:00,177.95,12:00:00,201.1,Buy Put,1157.5,16400
NIFTY,06/05/22,12:00:00,176.6,12:15:00,195,Buy Call,920,16400
NIFTY,06/05/22,12:15:00,181,12:40:00,207.2,Buy Put,1310,16400
NIFTY,06/05/22,12:40:00,174.35,12:50:00,193.55,Buy Call,960,16400
NIFTY,06/05/22,12:50:00,183.5,12:55:00,197.2,Buy Put,685,16400
NIFTY,06/05/22,12:55:00,178.75,13:00:00,183.25,Buy Call,225,16400
NIFTY,06/05/22,13:00:00,192.45,13:20:00,210.75,Buy Put,915,16400
NIFTY,06/05/22,13:20:00,171.85,13:40:00,203.1,Buy Call,1562.5,16400
NIFTY,06/05/22,13:40:00,171.9,13:45:00,193,Buy Put,1055,16400
NIFTY,06/05/22,13:45:00,178,14:20:00,203.55,Buy Call,1277.5,16400
NIFTY,06/05/22,14:20:00,168.65,15:00:00,192,Buy Put,1167.5,16400
NIFTY,06/05/22,15:00:00,175.8,15:05:00,182.75,Buy Call,347.5,16400
NIFTY,06/05/22,15:05:00,179,15:10:00,187.5,Buy Put,425,16400
NIFTY,06/05/22,15:10:00,176.95,15:30:00,190,Sell Put,652.5,16400
NIFTY,09/05/22,10:20:00,131,12:55:00,192.3,Buy Call,3065,16300
NIFTY,09/05/22,12:55:00,133.3,13:35:00,165,Buy Put,1585,16300
NIFTY,09/05/22,13:35:00,153.8,13:40:00,172.5,Buy Call,935,16300
NIFTY,09/05/22,13:40:00,145.65,14:15:00,186.75,Buy Put,2055,16300
NIFTY,09/05/22,14:15:00,130.05,14:55:00,183.85,Buy Call,2690,16300
NIFTY,09/05/22,14:55:00,123.05,15:10:00,156.25,Buy Put,1660,16300
NIFTY,09/05/22,15:10:00,141.2,15:15:00,149.4,Buy Call,410,16300
NIFTY,09/05/22,15:15:00,142.35,15:25:00,144.7,Buy Put,117.5,16300
NIFTY,09/05/22,15:25:00,146.3,15:30:00,148,Sell Put,85,16300
NIFTY,10/05/22,9:20:00,120.25,9:30:00,131.1,Buy Put,542.5,16300
NIFTY,10/05/22,9:30:00,146.15,9:35:00,152.55,Buy Call,320,16300
NIFTY,10/05/22,9:35:00,121.75,10:20:00,154.65,Buy Put,1645,16300
NIFTY,10/05/22,10:20:00,129.3,10:50:00,146,Buy Call,835,16300
NIFTY,10/05/22,10:50:00,129.9,10:55:00,135.1,Buy Put,260,16300
NIFTY,10/05/22,10:55:00,139.95,11:05:00,145,Buy Call,252.5,16300
NIFTY,10/05/22,11:05:00,131.3,11:10:00,134.15,Buy Put,142.5,16300
NIFTY,10/05/22,11:10:00,141,11:20:00,143.35,Buy Call,117.5,16300
NIFTY,10/05/22,11:20:00,131.45,11:30:00,140.25,Buy Put,440,16300
NIFTY,10/05/22,11:30:00,136,13:15:00,171.9,Buy Call,1795,16300
NIFTY,10/05/22,13:15:00,101.65,13:35:00,119.5,Buy Put,892.5,16300
NIFTY,10/05/22,13:35:00,142.7,13:40:00,152.55,Buy Call,492.5,16300
NIFTY,10/05/22,13:40:00,107.5,15:30:00,169.9,Sell Call,3120,16300
NIFTY,11/05/22,10:25:00,81.1,10:45:00,121,Buy Put,1995,16100
NIFTY,11/05/22,10:45:00,113.2,11:05:00,125.15,Buy Call,597.5,16100
NIFTY,11/05/22,11:05:00,99.5,11:15:00,113.5,Buy Put,700,16100
NIFTY,11/05/22,11:15:00,112,11:55:00,135.6,Buy Call,1180,16100
NIFTY,11/05/22,11:55:00,82.65,13:30:00,126.3,Buy Put,2182.5,16100
NIFTY,11/05/22,13:30:00,80.75,15:30:00,144.05,Sell Put,3165,16100
NIFTY,12/05/22,11:05:00,35.85,12:40:00,32.75,Buy Put,-155,15800
NIFTY,12/05/22,12:40:00,76.95,12:45:00,80.15,Buy Call,160,15800
NIFTY,12/05/22,12:45:00,28.9,13:10:00,39,Buy Put,505,15800
NIFTY,12/05/22,13:10:00,58,13:30:00,92.45,Buy Call,1722.5,15800
NIFTY,12/05/22,13:30:00,16.9,14:40:00,56.2,Buy Put,1965,15800
NIFTY,12/05/22,14:40:00,8.95,15:00:00,26.25,Buy Call,865,15800
NIFTY,12/05/22,15:00:00,10.7,15:10:00,13.25,Buy Put,127.5,15800
NIFTY,12/05/22,15:10:00,3.6,15:25:00,8.5,Buy Call,245,15800
NIFTY,12/05/22,15:25:00,0.05,15:30:00,0.05,Buy Put,0,15800
NIFTY,12/05/22,15:30:00,8.15,15:30:00,8.15,Sell Put,0,15800
NIFTY,13/05/22,9:20:00,163.4,9:35:00,196.4,Buy Call,1650,16000
NIFTY,13/05/22,9:35:00,177.25,10:20:00,225.05,Buy Put,2390,16000
NIFTY,13/05/22,10:20:00,160.3,11:15:00,189,Buy Call,1435,16000
NIFTY,13/05/22,11:15:00,180.95,11:30:00,191.85,Buy Put,545,16000
NIFTY,13/05/22,11:30:00,177.75,12:10:00,204.25,Buy Call,1325,16000
NIFTY,13/05/22,12:10:00,168.6,12:15:00,172,Buy Put,170,16000
NIFTY,13/05/22,12:15:00,201.2,12:25:00,207.95,Buy Call,337.5,16000
NIFTY,13/05/22,12:25:00,165.75,12:40:00,178.85,Buy Put,655,16000
NIFTY,13/05/22,12:40:00,193,12:45:00,204.4,Buy Call,570,16000
NIFTY,13/05/22,12:45:00,168.75,12:50:00,177.5,Buy Put,437.5,16000
NIFTY,13/05/22,12:50:00,194.05,13:25:00,214.1,Buy Call,1002.5,16000
NIFTY,13/05/22,13:25:00,154.05,15:30:00,297.85,Sell Call,7190,16000
NIFTY,16/05/22,9:20:00,122.5,9:55:00,195.3,Buy Call,3640,15900
NIFTY,16/05/22,9:55:00,131.8,10:10:00,141.45,Buy Put,482.5,15900
NIFTY,16/05/22,10:10:00,187.55,10:15:00,183.35,Buy Call,-210,15900
NIFTY,16/05/22,10:15:00,143.65,10:30:00,152.2,Buy Put,427.5,15900
NIFTY,16/05/22,10:30:00,174.95,10:45:00,177.6,Buy Call,132.5,15900
NIFTY,16/05/22,10:45:00,146.2,11:05:00,151.05,Buy Put,242.5,15900
NIFTY,16/05/22,11:05:00,169.1,11:15:00,173.25,Buy Call,207.5,15900
NIFTY,16/05/22,11:15:00,144.9,12:20:00,190.1,Buy Put,2260,15900
NIFTY,16/05/22,12:20:00,127.65,13:55:00,148.7,Buy Call,1052.5,15900
NIFTY,16/05/22,13:55:00,158.7,14:00:00,166.65,Buy Put,397.5,15900
NIFTY,16/05/22,14:00:00,141.2,14:10:00,155.65,Buy Call,722.5,15900
NIFTY,16/05/22,14:10:00,151.9,14:20:00,165.2,Buy Put,665,15900
NIFTY,16/05/22,14:20:00,139.75,14:30:00,148.1,Buy Call,417.5,15900
NIFTY,16/05/22,14:30:00,155.1,14:40:00,163.35,Buy Put,412.5,15900
NIFTY,16/05/22,14:40:00,136.6,14:45:00,147.45,Buy Call,542.5,15900
NIFTY,16/05/22,14:45:00,152.95,15:15:00,193,Buy Put,2002.5,15900
NIFTY,16/05/22,15:15:00,111.95,15:30:00,127.55,Sell Put,780,15900
NIFTY,17/05/22,10:40:00,101.2,11:10:00,124.05,Buy Call,1142.5,16100
NIFTY,17/05/22,11:10:00,149.55,11:15:00,154.75,Buy Put,260,16100
NIFTY,17/05/22,11:15:00,115.75,11:50:00,143.8,Buy Call,1402.5,16100
NIFTY,17/05/22,11:50:00,121.75,12:05:00,129,Buy Put,362.5,16100
NIFTY,17/05/22,12:05:00,134.7,12:10:00,140.85,Buy Call,307.5,16100
NIFTY,17/05/22,12:10:00,124.15,12:15:00,133.45,Buy Put,465,16100
NIFTY,17/05/22,12:15:00,129.45,12:40:00,148.1,Buy Call,932.5,16100
NIFTY,17/05/22,12:40:00,121.25,12:55:00,109.7,Buy Put,-577.5,16100
NIFTY,17/05/22,12:55:00,164.95,13:20:00,170.9,Buy Call,297.5,16100
NIFTY,17/05/22,13:20:00,109.25,15:30:00,54.1,Sell Call,-2757.5,16100
NIFTY,18/05/22,9:20:00,129.2,9:30:00,129.55,Buy Call,17.5,16300
NIFTY,18/05/22,9:30:00,79.5,10:30:00,97.85,Buy Put,917.5,16300
NIFTY,18/05/22,10:30:00,105.2,10:50:00,121.6,Buy Call,820,16300
NIFTY,18/05/22,10:50:00,76.15,11:25:00,92.1,Buy Put,797.5,16300
NIFTY,18/05/22,11:25:00,102.35,11:40:00,112.95,Buy Call,530,16300
