Symbol,Date,EnTime,Bprice,ExTime,Sprice,Option,p/l,Strike
NIFTY,03/01/22,10:30:00,56.55,11:30:00,61.05,Buy Call,225,17600
NIFTY,03/01/22,11:30:00,135.8,11:35:00,139.45,Buy Put,182.5,17600
NIFTY,03/01/22,11:35:00,59.45,11:45:00,60.8,Buy Call,67.5,17600
NIFTY,03/01/22,11:45:00,137.25,11:50:00,140.1,Buy Put,142.5,17600
NIFTY,03/01/22,11:50:00,60.1,12:00:00,61.6,Buy Call,75,17600
NIFTY,03/01/22,12:00:00,136.5,12:10:00,141.15,Buy Put,232.5,17600
NIFTY,03/01/22,12:10:00,59.7,13:35:00,89.6,Buy Call,1495,17600
NIFTY,03/01/22,13:35:00,110.4,13:40:00,115.75,Buy Put,267.5,17600
NIFTY,03/01/22,13:40:00,85.2,15:30:00,130,Sell Put,2240,17600
NIFTY,04/01/22,10:05:00,47.8,10:20:00,58.6,Buy Call,540,17800
NIFTY,04/01/22,10:20:00,128.7,10:25:00,139.85,Buy Put,557.5,17800
NIFTY,04/01/22,10:25:00,51.2,10:35:00,53.8,Buy Call,130,17800
NIFTY,04/01/22,10:35:00,133.1,10:50:00,152.9,Buy Put,990,17800
NIFTY,04/01/22,10:50:00,43.2,12:20:00,49.15,Buy Call,297.5,17800
NIFTY,04/01/22,12:20:00,125.8,12:25:00,128.5,Buy Put,135,17800
NIFTY,04/01/22,12:25:00,47.45,12:45:00,51.95,Buy Call,225,17800
NIFTY,04/01/22,12:45:00,115.9,12:55:00,124.6,Buy Put,435,17800
NIFTY,04/01/22,12:55:00,49.1,13:05:00,50,Buy Call,45,17800
NIFTY,04/01/22,13:05:00,123.1,13:25:00,128.4,Buy Put,265,17800
NIFTY,04/01/22,13:25:00,45,13:30:00,46,Buy Call,50,17800
NIFTY,04/01/22,13:30:00,125.85,13:55:00,135.1,Buy Put,462.5,17800
NIFTY,04/01/22,13:55:00,40.25,15:29:50,83,Sell Put,2137.5,17800
NIFTY,05/01/22,9:20:00,36.35,10:20:00,39.5,Buy Call,157.5,17900
NIFTY,05/01/22,10:20:00,98.7,11:20:00,122.4,Buy Put,1185,17900
NIFTY,05/01/22,11:20:00,29.75,13:15:00,79.45,Buy Call,2485,17900
NIFTY,05/01/22,13:15:00,48.9,15:30:00,46.95,Sell Call,-97.5,17900
NIFTY,06/01/22,9:20:00,27.6,9:25:00,28.8,Buy Call,60,17800
NIFTY,06/01/22,9:25:00,65.65,9:40:00,108.55,Buy Put,2145,17800
NIFTY,06/01/22,9:40:00,14.7,9:45:00,16.8,Buy Call,105,17800
NIFTY,06/01/22,9:45:00,94,9:55:00,109.6,Buy Put,780,17800
NIFTY,06/01/22,9:55:00,12.25,10:10:00,14.2,Buy Call,97.5,17800
NIFTY,06/01/22,10:10:00,91.6,10:15:00,93.9,Buy Put,115,17800
NIFTY,06/01/22,10:15:00,13.7,10:20:00,13.1,Buy Call,-30,17800
NIFTY,06/01/22,10:20:00,94,12:50:00,106.75,Buy Put,637.5,17800
NIFTY,06/01/22,12:50:00,3.15,13:50:00,4.9,Buy Call,87.5,17800
NIFTY,06/01/22,13:50:00,63.45,14:10:00,76.15,Buy Put,635,17800
NIFTY,06/01/22,14:10:00,1.9,14:45:00,6.25,Buy Call,217.5,17800
NIFTY,06/01/22,14:45:00,28.55,14:50:00,43,Buy Put,722.5,17800
NIFTY,06/01/22,14:50:00,2.2,14:55:00,2.7,Buy Call,25,17800
NIFTY,06/01/22,14:55:00,34.9,15:25:00,54.7,Buy Put,990,17800
NIFTY,06/01/22,15:25:00,0.1,15:30:00,0.05,Sell Put,-2.5,17800
NIFTY,07/01/22,11:45:00,119.7,12:55:00,172.85,Buy Put,2657.5,17800
NIFTY,07/01/22,12:55:00,114.8,13:00:00,122.85,Buy Call,402.5,17800
NIFTY,07/01/22,13:00:00,157.45,13:05:00,159.95,Buy Put,125,17800
NIFTY,07/01/22,13:05:00,117.75,13:50:00,136.45,Buy Call,935,17800
NIFTY,07/01/22,13:50:00,139.9,13:55:00,147.4,Buy Put,375,17800
NIFTY,07/01/22,13:55:00,130.75,14:00:00,136.5,Buy Call,287.5,17800
NIFTY,07/01/22,14:00:00,138.25,14:25:00,158.3,Buy Put,1002.5,17800
NIFTY,07/01/22,14:25:00,120.2,14:55:00,127.65,Buy Call,372.5,17800
NIFTY,07/01/22,14:55:00,146.5,15:00:00,150.5,Buy Put,200,17800
NIFTY,07/01/22,15:00:00,126.4,15:30:00,147.25,Sell Put,1042.5,17800
NIFTY,10/01/22,9:30:00,75,10:30:00,103,Buy Call,1400,18000
NIFTY,10/01/22,10:30:00,126.85,10:55:00,138.05,Buy Put,560,18000
NIFTY,10/01/22,10:55:00,92.35,11:10:00,99.95,Buy Call,380,18000
NIFTY,10/01/22,11:10:00,126.7,12:00:00,158,Buy Put,1565,18000
NIFTY,10/01/22,12:00:00,77.95,12:55:00,102.15,Buy Call,1210,18000
NIFTY,10/01/22,12:55:00,120.55,13:10:00,130.1,Buy Put,477.5,18000
NIFTY,10/01/22,13:10:00,94.6,13:15:00,96.9,Buy Call,115,18000
NIFTY,10/01/22,13:15:00,127,13:20:00,130.4,Buy Put,170,18000
NIFTY,10/01/22,13:20:00,93.7,13:25:00,97.3,Buy Call,180,18000
NIFTY,10/01/22,13:25:00,125.35,13:35:00,127.75,Buy Put,120,18000
NIFTY,10/01/22,13:35:00,94.35,13:50:00,98.25,Buy Call,195,18000
NIFTY,10/01/22,13:50:00,123,13:55:00,127.9,Buy Put,245,18000
NIFTY,10/01/22,13:55:00,93.05,14:05:00,97.4,Buy Call,217.5,18000
NIFTY,10/01/22,14:05:00,123.35,14:10:00,129.1,Buy Put,287.5,18000
NIFTY,10/01/22,14:10:00,93.5,14:15:00,95.2,Buy Call,85,18000
NIFTY,10/01/22,14:15:00,125.95,14:20:00,126.5,Buy Put,27.5,18000
NIFTY,10/01/22,14:20:00,95.3,14:30:00,101.4,Buy Call,305,18000
NIFTY,10/01/22,14:30:00,118.75,14:35:00,123.4,Buy Put,232.5,18000
NIFTY,10/01/22,14:35:00,98.1,15:30:00,124,Sell Put,1295,18000
NIFTY,11/01/22,9:20:00,71.7,9:30:00,73.9,Buy Call,110,18100
NIFTY,11/01/22,9:30:00,143.05,10:30:00,153.25,Buy Put,510,18100
NIFTY,11/01/22,10:30:00,62,10:50:00,69.6,Buy Call,380,18100
NIFTY,11/01/22,10:50:00,136.1,10:55:00,141.35,Buy Put,262.5,18100
NIFTY,11/01/22,10:55:00,65.55,11:05:00,70.8,Buy Call,262.5,18100
NIFTY,11/01/22,11:05:00,131.7,11:10:00,136.65,Buy Put,247.5,18100
NIFTY,11/01/22,11:10:00,67.95,11:40:00,76.3,Buy Call,417.5,18100
NIFTY,11/01/22,11:40:00,120.95,11:45:00,126.8,Buy Put,292.5,18100
NIFTY,11/01/22,11:45:00,70.25,12:00:00,73.25,Buy Call,150,18100
NIFTY,11/01/22,12:00:00,122.45,12:25:00,133.45,Buy Put,550,18100
NIFTY,11/01/22,12:25:00,66.7,12:30:00,69,Buy Call,115,18100
NIFTY,11/01/22,12:30:00,126.95,12:35:00,130.25,Buy Put,165,18100
NIFTY,11/01/22,12:35:00,67.15,12:45:00,70.05,Buy Call,145,18100
NIFTY,11/01/22,12:45:00,125.4,12:50:00,126,Buy Put,30,18100
NIFTY,11/01/22,12:50:00,69.2,13:40:00,80.75,Buy Call,577.5,18100
NIFTY,11/01/22,13:40:00,104,14:05:00,114.05,Buy Put,502.5,18100
NIFTY,11/01/22,14:05:00,71.75,14:20:00,79.8,Buy Call,402.5,18100
NIFTY,11/01/22,14:20:00,99.9,14:50:00,121.2,Buy Put,1065,18100
NIFTY,11/01/22,14:50:00,66.8,14:55:00,68,Buy Call,60,18100
NIFTY,11/01/22,14:55:00,118.75,15:05:00,120.4,Buy Put,82.5,18100
NIFTY,11/01/22,15:05:00,67.2,15:15:00,70.65,Buy Call,172.5,18100
NIFTY,11/01/22,15:15:00,109.9,15:20:00,117.55,Buy Put,382.5,18100
NIFTY,11/01/22,15:20:00,68.3,15:30:00,69,Sell Put,35,18100
NIFTY,12/01/22,9:20:00,89.75,9:35:00,101.85,Buy Put,605,18200
NIFTY,12/01/22,9:35:00,49.55,10:00:00,54.7,Buy Call,257.5,18200
NIFTY,12/01/22,10:00:00,83.45,10:20:00,90.35,Buy Put,345,18200
NIFTY,12/01/22,10:20:00,49.45,11:55:00,69.3,Buy Call,992.5,18200
NIFTY,12/01/22,11:55:00,64.1,12:15:00,65.2,Buy Put,55,18200
NIFTY,12/01/22,12:15:00,64.9,12:20:00,66.95,Buy Call,102.5,18200
NIFTY,12/01/22,12:20:00,63.3,12:30:00,69.5,Buy Put,310,18200
NIFTY,12/01/22,12:30:00,60,12:40:00,64.75,Buy Call,237.5,18200
NIFTY,12/01/22,12:40:00,64.15,12:45:00,68.05,Buy Put,195,18200
NIFTY,12/01/22,12:45:00,62.45,12:50:00,64.55,Buy Call,105,18200
NIFTY,12/01/22,12:50:00,64.5,13:05:00,66,Buy Put,75,18200
NIFTY,12/01/22,13:05:00,62,13:10:00,65.75,Buy Call,187.5,18200
NIFTY,12/01/22,13:10:00,58.8,13:30:00,74.55,Buy Put,787.5,18200
NIFTY,12/01/22,13:30:00,54.8,13:45:00,62.4,Buy Call,380,18200
NIFTY,12/01/22,13:45:00,61.8,14:15:00,72.75,Buy Put,547.5,18200
NIFTY,12/01/22,14:15:00,52.8,15:15:00,68.2,Buy Call,770,18200
NIFTY,12/01/22,15:15:00,49.5,15:30:00,60,Sell Call,525,18200
NIFTY,13/01/22,9:20:00,18.2,9:50:00,19.05,Buy Call,42.5,18300
NIFTY,13/01/22,9:50:00,59.7,11:15:00,90.15,Buy Put,1522.5,18300
NIFTY,13/01/22,11:15:00,6.55,11:30:00,7,Buy Call,22.5,18300
NIFTY,13/01/22,11:30:00,78.05,11:35:00,85.8,Buy Put,387.5,18300
NIFTY,13/01/22,11:35:00,5,12:20:00,7.35,Buy Call,117.5,18300
NIFTY,13/01/22,12:20:00,63.6,13:00:00,87,Buy Put,1170,18300
NIFTY,13/01/22,13:00:00,3.95,14:10:00,2.7,Buy Call,-62.5,18300
NIFTY,13/01/22,14:10:00,64.2,14:40:00,90.4,Buy Put,1310,18300
NIFTY,13/01/22,14:40:00,0.45,15:30:00,0.05,Sell Put,-20,18300
NIFTY,14/01/22,9:20:00,108.95,9:55:00,145.45,Buy Call,1825,18200
NIFTY,14/01/22,9:55:00,130.3,10:10:00,141.55,Buy Put,562.5,18200
NIFTY,14/01/22,10:10:00,130.6,10:25:00,141.05,Buy Call,522.5,18200
NIFTY,14/01/22,10:25:00,131,10:45:00,145.5,Buy Put,725,18200
NIFTY,14/01/22,10:45:00,122.4,10:50:00,129.6,Buy Call,360,18200
NIFTY,14/01/22,10:50:00,136.9,10:55:00,138.45,Buy Put,77.5,18200
NIFTY,14/01/22,10:55:00,127.65,11:00:00,127.5,Buy Call,-7.5,18200
NIFTY,14/01/22,11:00:00,137.8,11:05:00,137.5,Buy Put,-15,18200
NIFTY,14/01/22,11:05:00,128.2,11:15:00,130.35,Buy Call,107.5,18200
NIFTY,14/01/22,11:15:00,135.5,11:40:00,146.4,Buy Put,545,18200
NIFTY,14/01/22,11:40:00,119.6,12:55:00,143.1,Buy Call,1175,18200
NIFTY,14/01/22,12:55:00,118,13:00:00,123.8,Buy Put,290,18200
NIFTY,14/01/22,13:00:00,135.05,13:15:00,143.5,Buy Call,422.5,18200
NIFTY,14/01/22,13:15:00,115,13:35:00,117.25,Buy Put,112.5,18200
NIFTY,14/01/22,13:35:00,141,15:30:00,158.95,Sell Put,897.5,18200
NIFTY,17/01/22,9:20:00,114.9,9:25:00,115.45,Buy Call,27.5,18300
NIFTY,17/01/22,9:25:00,111,9:35:00,138.7,Buy Put,1385,18300
NIFTY,17/01/22,9:35:00,92.3,9:40:00,102.15,Buy Call,492.5,18300
NIFTY,17/01/22,9:40:00,122,9:55:00,133.1,Buy Put,555,18300
NIFTY,17/01/22,9:55:00,92.95,10:25:00,103.1,Buy Call,507.5,18300
NIFTY,17/01/22,10:25:00,115.6,10:30:00,119.8,Buy Put,210,18300
NIFTY,17/01/22,10:30:00,99.3,11:25:00,112.7,Buy Call,670,18300
NIFTY,17/01/22,11:25:00,99.5,11:35:00,107.15,Buy Put,382.5,18300
NIFTY,17/01/22,11:35:00,105,11:40:00,106.5,Buy Call,75,18300
NIFTY,17/01/22,11:40:00,104.35,11:50:00,108.2,Buy Put,192.5,18300
NIFTY,17/01/22,11:50:00,103.35,12:10:00,108.45,Buy Call,255,18300
NIFTY,17/01/22,12:10:00,101.65,12:20:00,103.2,Buy Put,77.5,18300
NIFTY,17/01/22,12:20:00,107.1,12:30:00,107.55,Buy Call,22.5,18300
NIFTY,17/01/22,12:30:00,102.2,12:40:00,102.35,Buy Put,7.5,18300
NIFTY,17/01/22,12:40:00,107.65,12:45:00,107.4,Buy Call,-12.5,18300
NIFTY,17/01/22,12:45:00,102.4,13:00:00,106.2,Buy Put,190,18300
NIFTY,17/01/22,13:00:00,105.15,13:30:00,107.45,Buy Call,115,18300
NIFTY,17/01/22,13:30:00,102.15,13:50:00,108.4,Buy Put,312.5,18300
NIFTY,17/01/22,13:50:00,103,14:40:00,118.5,Buy Call,775,18300
NIFTY,17/01/22,14:40:00,87.65,14:55:00,94.25,Buy Put,330,18300
NIFTY,17/01/22,14:55:00,110.95,15:00:00,116.3,Buy Call,267.5,18300
NIFTY,17/01/22,15:00:00,89.8,15:20:00,91.85,Buy Put,102.5,18300
NIFTY,17/01/22,15:20:00,112.8,15:30:00,113.95,Sell Put,57.5,18300
NIFTY,18/01/22,9:30:00,69.7,10:50:00,125.9,Buy Put,2810,18300
NIFTY,18/01/22,10:50:00,62.1,11:45:00,66.95,Buy Call,242.5,18300
NIFTY,18/01/22,11:45:00,109.7,11:55:00,114.2,Buy Put,225,18300
NIFTY,18/01/22,11:55:00,63.65,12:00:00,66.05,Buy Call,120,18300
NIFTY,18/01/22,12:00:00,109.75,12:05:00,111.2,Buy Put,72.5,18300
NIFTY,18/01/22,12:05:00,64.95,12:10:00,67.3,Buy Call,117.5,18300
NIFTY,18/01/22,12:10:00,106.3,12:15:00,109.6,Buy Put,165,18300
NIFTY,18/01/22,12:15:00,65.45,12:25:00,68.9,Buy Call,172.5,18300
NIFTY,18/01/22,12:25:00,104.55,12:40:00,112.1,Buy Put,377.5,18300
NIFTY,18/01/22,12:40:00,67.45,13:35:00,96.3,Buy Call,1442.5,18300
NIFTY,18/01/22,13:35:00,80.2,14:05:00,118.55,Buy Put,1917.5,18300
NIFTY,18/01/22,14:05:00,67,14:20:00,78.4,Buy Call,570,18300
NIFTY,18/01/22,14:20:00,93.5,15:30:00,219.8,Sell Call,6315,18300
NIFTY,19/01/22,9:30:00,52.2,9:45:00,97.65,Buy Put,2272.5,18000
NIFTY,19/01/22,9:45:00,66.45,10:20:00,105.9,Buy Call,1972.5,18000
NIFTY,19/01/22,10:20:00,48.2,10:40:00,68.75,Buy Put,1027.5,18000
NIFTY,19/01/22,10:40:00,79.65,10:45:00,84,Buy Call,217.5,18000
NIFTY,19/01/22,10:45:00,64.45,11:25:00,91.3,Buy Put,1342.5,18000
NIFTY,19/01/22,11:25:00,55.35,12:05:00,62.65,Buy Call,365,18000
NIFTY,19/01/22,12:05:00,76.8,13:15:00,111.5,Buy Put,1735,18000
NIFTY,19/01/22,13:15:00,40.45,14:50:00,45.5,Buy Call,252.5,18000
NIFTY,19/01/22,14:50:00,82.3,15:00:00,94.85,Buy Put,627.5,18000
NIFTY,19/01/22,15:00:00,36.65,15:15:00,38.6,Buy Call,97.5,18000
NIFTY,19/01/22,15:15:00,76.45,15:20:00,89.35,Buy Put,645,18000
NIFTY,19/01/22,15:20:00,31.7,15:30:00,37,Sell Put,265,18000
NIFTY,20/01/22,11:05:00,22.05,11:55:00,37.95,Buy Put,795,17800
NIFTY,20/01/22,11:55:00,35,12:10:00,36,Buy Call,50,17800
NIFTY,20/01/22,12:10:00,31.2,12:15:00,36.15,Buy Put,247.5,17800
NIFTY,20/01/22,12:15:00,28.25,12:45:00,43.65,Buy Call,770,17800
NIFTY,20/01/22,12:45:00,18.7,12:50:00,23.1,Buy Put,220,17800
NIFTY,20/01/22,12:50:00,35.1,12:55:00,39.1,Buy Call,200,17800
NIFTY,20/01/22,12:55:00,19.1,14:05:00,98.05,Buy Put,3947.5,17800
NIFTY,20/01/22,14:05:00,3.2,15:30:00,0.05,Sell Put,-157.5,17800
NIFTY,21/01/22,9:20:00,186,9:30:00,189.3,Buy Put,165,17600
NIFTY,21/01/22,9:30:00,151.9,10:00:00,204,Buy Call,2605,17600
NIFTY,21/01/22,10:00:00,126.4,11:00:00,164.95,Buy Put,1927.5,17600
NIFTY,21/01/22,11:00:00,156.2,11:30:00,175.9,Buy Call,985,17600
NIFTY,21/01/22,11:30:00,139.15,11:50:00,156,Buy Put,842.5,17600
NIFTY,21/01/22,11:50:00,157.8,13:25:00,186.35,Buy Call,1427.5,17600
NIFTY,21/01/22,13:25:00,125.8,13:55:00,147.8,Buy Put,1100,17600
NIFTY,21/01/22,13:55:00,160.9,14:05:00,184.25,Buy Call,1167.5,17600
NIFTY,21/01/22,14:05:00,120.35,15:00:00,201.6,Buy Put,4062.5,17600
NIFTY,21/01/22,15:00:00,118.5,15:30:00,169,Sell Put,2525,17600
NIFTY,24/01/22,11:45:00,105.6,13:00:00,188.7,Buy Put,4155,17300
NIFTY,24/01/22,13:00:00,144.55,13:15:00,146.05,Buy Call,75,17300
NIFTY,24/01/22,13:15:00,176.9,15:30:00,269.95,Sell Call,4652.5,17300
NIFTY,25/01/22,9:35:00,102.5,10:05:00,159.65,Buy Call,2857.5,17100
NIFTY,25/01/22,10:05:00,132.55,10:35:00,172.15,Buy Put,1980,17100
NIFTY,25/01/22,10:35:00,123.15,10:40:00,136.65,Buy Call,675,17100
NIFTY,25/01/22,10:40:00,152,11:05:00,178.15,Buy Put,1307.5,17100
NIFTY,25/01/22,11:05:00,108.8,11:50:00,140.85,Buy Call,1602.5,17100
NIFTY,25/01/22,11:50:00,123.7,12:05:00,154.5,Buy Put,1540,17100
NIFTY,25/01/22,12:05:00,110.8,12:10:00,129.6,Buy Call,940,17100
NIFTY,25/01/22,12:10:00,129.15,12:15:00,138.5,Buy Put,467.5,17100
NIFTY,25/01/22,12:15:00,122.8,12:35:00,130.05,Buy Call,362.5,17100
NIFTY,25/01/22,12:35:00,122.65,13:00:00,143.9,Buy Put,1062.5,17100
NIFTY,25/01/22,13:00:00,106.75,13:30:00,147.9,Buy Call,2057.5,17100
NIFTY,25/01/22,13:30:00,90.45,15:30:00,49,Sell Call,-2072.5,17100
NIFTY,27/01/22,9:20:00,78.9,9:25:00,105.65,Buy Call,1337.5,17000
NIFTY,27/01/22,9:25:00,67.4,9:45:00,98.9,Buy Put,1575,17000
NIFTY,27/01/22,9:45:00,50.45,10:15:00,63.6,Buy Call,657.5,17000
NIFTY,27/01/22,10:15:00,56.9,10:30:00,76.4,Buy Put,975,17000
NIFTY,27/01/22,10:30:00,39.95,10:45:00,49.45,Buy Call,475,17000
NIFTY,27/01/22,10:45:00,59.7,11:10:00,78.3,Buy Put,930,17000
NIFTY,27/01/22,11:10:00,34.4,11:15:00,37.15,Buy Call,137.5,17000
NIFTY,27/01/22,11:15:00,71.7,13:00:00,93.45,Buy Put,1087.5,17000
NIFTY,27/01/22,13:00:00,14.5,15:30:00,109.7,Sell Put,4760,17000
NIFTY,28/01/22,9:20:00,260.2,9:25:00,280.85,Buy Put,1032.5,17300
NIFTY,28/01/22,9:25:00,234.25,10:15:00,264.4,Buy Call,1507.5,17300
NIFTY,28/01/22,10:15:00,225.45,10:45:00,242.3,Buy Put,842.5,17300
NIFTY,28/01/22,10:45:00,247.75,11:10:00,258.8,Buy Call,552.5,17300
NIFTY,28/01/22,11:10:00,223.75,11:20:00,236.9,Buy Put,657.5,17300
NIFTY,28/01/22,11:20:00,247.95,13:20:00,257.15,Buy Call,460,17300
NIFTY,28/01/22,13:20:00,217.3,15:30:00,344.55,Sell Call,6362.5,17300
NIFTY,31/01/22,9:35:00,196.3,12:30:00,235.55,Buy Call,1962.5,17400
NIFTY,31/01/22,12:30:00,242.45,12:45:00,253.8,Buy Put,567.5,17400
NIFTY,31/01/22,12:45:00,221.9,13:00:00,238.9,Buy Call,850,17400
NIFTY,31/01/22,13:00:00,239.05,13:05:00,250.75,Buy Put,585,17400
NIFTY,31/01/22,13:05:00,226,13:25:00,235.7,Buy Call,485,17400
NIFTY,31/01/22,13:25:00,243.65,14:05:00,276.6,Buy Put,1647.5,17400
NIFTY,31/01/22,14:05:00,206.35,14:40:00,235.3,Buy Call,1447.5,17400
NIFTY,31/01/22,14:40:00,235.6,14:45:00,241.3,Buy Put,285,17400
NIFTY,31/01/22,14:45:00,228.35,14:50:00,228.75,Buy Call,20,17400
NIFTY,31/01/22,14:50:00,241.7,15:15:00,261.1,Buy Put,970,17400
NIFTY,31/01/22,15:15:00,208.3,15:30:00,211.9,Sell Put,180,17400
NIFTY,01/02/22,9:55:00,193.05,10:15:00,222,Buy Call,1447.5,17600
NIFTY,01/02/22,10:15:00,247.9,10:20:00,247.2,Buy Put,-35,17600
NIFTY,01/02/22,10:20:00,202.4,10:35:00,214.55,Buy Call,607.5,17600
NIFTY,01/02/22,10:35:00,242.1,10:55:00,250.85,Buy Put,437.5,17600
NIFTY,01/02/22,10:55:00,198,11:10:00,209.05,Buy Call,552.5,17600
NIFTY,01/02/22,11:10:00,241.9,11:20:00,241.65,Buy Put,-12.5,17600
NIFTY,01/02/22,11:20:00,204.7,11:25:00,207.25,Buy Call,127.5,17600
NIFTY,01/02/22,11:25:00,237,11:45:00,257.65,Buy Put,1032.5,17600
NIFTY,01/02/22,11:45:00,190.2,12:15:00,208.45,Buy Call,912.5,17600
NIFTY,01/02/22,12:15:00,226,12:25:00,228.7,Buy Put,135,17600
NIFTY,01/02/22,12:25:00,197.6,12:45:00,167.75,Buy Call,-1492.5,17600
NIFTY,01/02/22,12:45:00,190.25,12:50:00,202.35,Buy Put,605,17600
NIFTY,01/02/22,12:50:00,153.45,14:45:00,148.95,Buy Call,-225,17600
NIFTY,01/02/22,14:45:00,135.85,15:05:00,162.8,Buy Put,1347.5,17600
NIFTY,01/02/22,15:05:00,119.8,15:10:00,122.15,Buy Call,117.5,17600
NIFTY,01/02/22,15:10:00,153.6,15:15:00,156.15,Buy Put,127.5,17600
NIFTY,01/02/22,15:15:00,119.25,15:30:00,134,Sell Put,737.5,17600
NIFTY,02/02/22,9:20:00,108.1,9:30:00,108.4,Buy Call,15,17700
NIFTY,02/02/22,9:30:00,85.95,9:40:00,89.95,Buy Put,200,17700
NIFTY,02/02/22,9:40:00,96.1,10:10:00,101.2,Buy Call,255,17700
NIFTY,02/02/22,10:10:00,69.1,10:15:00,76,Buy Put,345,17700
NIFTY,02/02/22,10:15:00,95,10:25:00,103.1,Buy Call,405,17700
NIFTY,02/02/22,10:25:00,64.5,10:50:00,81.25,Buy Put,837.5,17700
NIFTY,02/02/22,10:50:00,81.6,11:15:00,91.8,Buy Call,510,17700
NIFTY,02/02/22,11:15:00,65.9,11:20:00,66.75,Buy Put,42.5,17700
NIFTY,02/02/22,11:20:00,90.75,12:20:00,105.9,Buy Call,757.5,17700
NIFTY,02/02/22,12:20:00,53.25,15:30:00,27.5,Sell Call,-1287.5,17700
NIFTY,03/02/22,9:30:00,27.8,9:55:00,38.7,Buy Put,545,17700
NIFTY,03/02/22,9:55:00,48.45,10:05:00,54.95,Buy Call,325,17700
NIFTY,03/02/22,10:05:00,32.7,10:40:00,41.45,Buy Put,437.5,17700
NIFTY,03/02/22,10:40:00,39.3,10:50:00,46.1,Buy Call,340,17700
NIFTY,03/02/22,10:50:00,33.9,10:55:00,36.6,Buy Put,135,17700
NIFTY,03/02/22,10:55:00,41.3,11:00:00,41.45,Buy Call,7.5,17700
NIFTY,03/02/22,11:00:00,35.8,12:25:00,73.7,Buy Put,1895,17700
NIFTY,03/02/22,12:25:00,15.95,12:55:00,20.85,Buy Call,245,17700
NIFTY,03/02/22,12:55:00,48.3,13:05:00,57.7,Buy Put,470,17700
NIFTY,03/02/22,13:05:00,14.6,13:15:00,16.8,Buy Call,110,17700
NIFTY,03/02/22,13:15:00,52.1,15:30:00,140,Sell Call,4395,17700
NIFTY,04/02/22,9:20:00,128.2,9:55:00,166.55,Buy Call,1917.5,17600
NIFTY,04/02/22,9:55:00,144.2,10:25:00,180.8,Buy Put,1830,17600
NIFTY,04/02/22,10:25:00,128.75,10:35:00,136.45,Buy Call,385,17600
NIFTY,04/02/22,10:35:00,169,10:50:00,182.15,Buy Put,657.5,17600
NIFTY,04/02/22,10:50:00,127.7,11:00:00,133.9,Buy Call,310,17600
NIFTY,04/02/22,11:00:00,168.75,11:05:00,175.75,Buy Put,350,17600
NIFTY,04/02/22,11:05:00,128.95,11:30:00,139.2,Buy Call,512.5,17600
NIFTY,04/02/22,11:30:00,160,13:45:00,186.4,Buy Put,1320,17600
NIFTY,04/02/22,13:45:00,114.95,14:10:00,125.25,Buy Call,515,17600
NIFTY,04/02/22,14:10:00,170.65,14:15:00,173,Buy Put,117.5,17600
NIFTY,04/02/22,14:15:00,123.5,14:20:00,127.3,Buy Call,190,17600
NIFTY,04/02/22,14:20:00,166.7,15:05:00,188.3,Buy Put,1080,17600
NIFTY,04/02/22,15:05:00,108.15,15:30:00,101,Sell Put,-357.5,17600
NIFTY,07/02/22,11:05:00,105.2,11:50:00,138.85,Buy Put,1682.5,17300
NIFTY,07/02/22,11:50:00,135.75,11:55:00,147.7,Buy Call,597.5,17300
NIFTY,07/02/22,11:55:00,123.25,12:15:00,155.6,Buy Put,1617.5,17300
NIFTY,07/02/22,12:15:00,121.95,12:50:00,140.85,Buy Call,945,17300
NIFTY,07/02/22,12:50:00,124.95,15:30:00,181,Sell Call,2802.5,17300
NIFTY,08/02/22,9:20:00,89.4,11:40:00,142.15,Buy Put,2637.5,17200
NIFTY,08/02/22,11:40:00,86.6,12:10:00,114,Buy Call,1370,17200
NIFTY,08/02/22,12:10:00,110.1,12:15:00,124.2,Buy Put,705,17200
NIFTY,08/02/22,12:15:00,97.15,12:50:00,151.05,Buy Call,2695,17200
NIFTY,08/02/22,12:50:00,77.35,13:20:00,132,Buy Put,2732.5,17200
NIFTY,08/02/22,13:20:00,93.05,13:25:00,99.2,Buy Call,307.5,17200
NIFTY,08/02/22,13:25:00,119.9,13:30:00,126,Buy Put,305,17200
NIFTY,08/02/22,13:30:00,95.8,13:40:00,113.35,Buy Call,877.5,17200
NIFTY,08/02/22,13:40:00,104.25,13:45:00,110.7,Buy Put,322.5,17200
NIFTY,08/02/22,13:45:00,107.1,14:00:00,107.05,Buy Call,-2.5,17200
NIFTY,08/02/22,14:00:00,111.8,14:05:00,114.75,Buy Put,147.5,17200
NIFTY,08/02/22,14:05:00,102.95,14:10:00,104,Buy Call,52.5,17200
NIFTY,08/02/22,14:10:00,111.7,14:30:00,123.55,Buy Put,592.5,17200
NIFTY,08/02/22,14:30:00,91.8,14:35:00,97.8,Buy Call,300,17200
NIFTY,08/02/22,14:35:00,114.9,14:40:00,119.5,Buy Put,230,17200
NIFTY,08/02/22,14:40:00,91.75,14:45:00,103.9,Buy Call,607.5,17200
NIFTY,08/02/22,14:45:00,103.4,14:50:00,112.85,Buy Put,472.5,17200
NIFTY,08/02/22,14:50:00,94.15,15:30:00,127,Sell Put,1642.5,17200
NIFTY,09/02/22,9:20:00,71,9:35:00,87.6,Buy Call,830,17400
NIFTY,09/02/22,9:35:00,73.1,9:45:00,79.35,Buy Put,312.5,17400
