Date,Time,Option,SL % 2,Target % 2,Exit Time % 2,Buy Price % 2,Exit Price % 2,Profit/Loss % 2,SL % 5,Target % 5,Exit Time % 5,Buy Price % 5,Exit Price % 5,Profit/Loss % 5,SL % 7,Target % 7,Exit Time % 7,Buy Price % 7,Exit Price % 7,Profit/Loss % 7,SL % 10,Target % 10,Exit Time % 10,Buy Price % 10,Exit Price % 10,Profit/Loss % 10
28/10/22,1900-01-01 09:35:00,Put,Target Hit First,Target Hit First,1900-01-01 09:36:06,173.9,177.378,173.899999999999,Close Price,Close Price,1900-01-01 09:40:00,173.9,176.9,150.0,Close Price,Close Price,1900-01-01 09:40:00,173.9,176.9,150.0,Close Price,Close Price,1900-01-01 09:40:00,173.9,176.9,150.0
28/10/22,1900-01-01 09:50:00,Put,Target Hit First,Target Hit First,1900-01-01 09:50:36,176.3,179.82600000000000,176.30000000000100,Target Hit First,Target Hit First,1900-01-01 09:51:06,176.3,185.115,440.7500000000000,Target Hit First,Target Hit First,1900-01-01 09:54:06,176.3,188.641,617.049999999999,Close Price,Close Price,1900-01-01 09:55:00,176.3,191.75,772.4999999999990
28/10/22,1900-01-01 10:00:00,Put,Target Hit First,Target Hit First,1900-01-01 10:00:12,183.2,186.864,183.20000000000100,Close Price,Close Price,1900-01-01 10:05:00,183.2,175.05,-407.49999999999900,Close Price,Close Price,1900-01-01 10:05:00,183.2,175.05,-407.49999999999900,Close Price,Close Price,1900-01-01 10:05:00,183.2,175.05,-407.49999999999900
28/10/22,1900-01-01 10:05:00,Put,Target Hit First,Target Hit First,1900-01-01 10:06:00,175.0,178.5,175.0,Close Price,Close Price,1900-01-01 10:10:00,175.0,175.7,34.99999999999940,Close Price,Close Price,1900-01-01 10:10:00,175.0,175.7,34.99999999999940,Close Price,Close Price,1900-01-01 10:10:00,175.0,175.7,34.99999999999940
28/10/22,1900-01-01 10:15:00,Put,SL Hit First,SL Hit First,1900-01-01 10:15:12,164.75,161.45500000000000,-164.7500000000010,Close Price,Close Price,1900-01-01 10:20:00,164.75,164.0,-37.5,Close Price,Close Price,1900-01-01 10:20:00,164.75,164.0,-37.5,Close Price,Close Price,1900-01-01 10:20:00,164.75,164.0,-37.5
28/10/22,1900-01-01 10:20:00,Put,Target Hit First,Target Hit First,1900-01-01 10:20:36,163.0,166.26,163.00000000000000,Close Price,Close Price,1900-01-01 10:25:00,163.0,166.9,195.00000000000000,Close Price,Close Price,1900-01-01 10:25:00,163.0,166.9,195.00000000000000,Close Price,Close Price,1900-01-01 10:25:00,163.0,166.9,195.00000000000000
28/10/22,1900-01-01 10:25:00,Put,Target Hit First,Target Hit First,1900-01-01 10:26:36,167.8,171.156,167.80000000000000,Close Price,Close Price,1900-01-01 10:30:00,167.8,173.3,275.0,Close Price,Close Price,1900-01-01 10:30:00,167.8,173.3,275.0,Close Price,Close Price,1900-01-01 10:30:00,167.8,173.3,275.0
28/10/22,1900-01-01 10:30:00,Put,SL Hit First,SL Hit First,1900-01-01 10:30:30,173.85,170.373,-173.8500000000000,Close Price,Close Price,1900-01-01 10:35:00,173.85,171.35,-125.0,Close Price,Close Price,1900-01-01 10:35:00,173.85,171.35,-125.0,Close Price,Close Price,1900-01-01 10:35:00,173.85,171.35,-125.0
28/10/22,1900-01-01 10:35:00,Put,SL Hit First,SL Hit First,1900-01-01 10:37:36,170.65,167.237,-170.65000000000100,Close Price,Close Price,1900-01-01 10:40:00,170.65,170.15,-25.0,Close Price,Close Price,1900-01-01 10:40:00,170.65,170.15,-25.0,Close Price,Close Price,1900-01-01 10:40:00,170.65,170.15,-25.0
28/10/22,1900-01-01 10:40:00,Put,Target Hit First,Target Hit First,1900-01-01 10:41:18,170.4,173.80800000000000,170.40000000000100,Target Hit First,Target Hit First,1900-01-01 10:43:24,170.4,178.92000000000000,426.0000000000010,Close Price,Close Price,1900-01-01 10:45:00,170.4,181.75,567.5000000000000,Close Price,Close Price,1900-01-01 10:45:00,170.4,181.75,567.5000000000000
