Date,Time,Option,SL % 2,Target % 2,Exit Time % 2,Buy Price % 2,Exit Price % 2,Profit/Loss % 2,SL % 5,Target % 5,Exit Time % 5,Buy Price % 5,Exit Price % 5,Profit/Loss % 5,SL % 7,Target % 7,Exit Time % 7,Buy Price % 7,Exit Price % 7,Profit/Loss % 7,SL % 10,Target % 10,Exit Time % 10,Buy Price % 10,Exit Price % 10,Profit/Loss % 10
4/10/22,1900-01-01 09:35:00,Put,Target Hit First,Target Hit First,1900-01-01 09:35:18,139.5,142.29,139.5000000000000,Target Hit First,Target Hit First,1900-01-01 09:35:42,139.5,146.475,348.7500000000000,Target Hit First,Target Hit First,1900-01-01 09:36:42,139.5,149.265,488.2499999999990,Target Hit First,Target Hit First,1900-01-01 09:37:30,139.5,153.45000000000000,697.5000000000010
4/10/22,1900-01-01 10:55:00,Put,Target Hit First,Target Hit First,1900-01-01 10:55:12,120.7,123.114,120.70000000000000,Target Hit First,Target Hit First,1900-01-01 10:57:00,120.7,126.735,301.75000000000000,Target Hit First,Target Hit First,1900-01-01 10:57:54,120.7,129.149,422.45000000000000,Target Hit First,Target Hit First,1900-01-01 10:58:12,120.7,132.77,603.5000000000000
4/10/22,1900-01-01 11:00:00,Put,SL Hit First,SL Hit First,1900-01-01 11:01:12,138.35,135.583,-138.3500000000000,Target Hit First,Target Hit First,1900-01-01 11:02:12,138.35,145.2675,345.8750000000010,Target Hit First,Target Hit First,1900-01-01 11:02:30,138.35,148.0345,484.2250000000010,Close Price,Close Price,1900-01-01 11:05:00,138.35,141.45,155.00000000000000
4/10/22,1900-01-01 11:05:00,Put,SL Hit First,SL Hit First,1900-01-01 11:05:30,142.05,139.209,-142.0500000000000,Close Price,Close Price,1900-01-01 11:10:00,142.05,141.25,-40.00000000000060,Close Price,Close Price,1900-01-01 11:10:00,142.05,141.25,-40.00000000000060,Close Price,Close Price,1900-01-01 11:10:00,142.05,141.25,-40.00000000000060
4/10/22,1900-01-01 11:55:00,Put,SL Hit First,SL Hit First,1900-01-01 11:55:36,122.7,120.246,-122.70000000000000,Close Price,Close Price,1900-01-01 12:00:00,122.7,122.55,-7.500000000000280,Close Price,Close Price,1900-01-01 12:00:00,122.7,122.55,-7.500000000000280,Close Price,Close Price,1900-01-01 12:00:00,122.7,122.55,-7.500000000000280
4/10/22,1900-01-01 12:30:00,Put,SL Hit First,SL Hit First,1900-01-01 12:34:06,119.0,116.62,-119.00000000000000,Close Price,Close Price,1900-01-01 12:35:00,119.0,115.8,-160.00000000000000,Close Price,Close Price,1900-01-01 12:35:00,119.0,115.8,-160.00000000000000,Close Price,Close Price,1900-01-01 12:35:00,119.0,115.8,-160.00000000000000
4/10/22,1900-01-01 13:00:00,Put,SL Hit First,SL Hit First,1900-01-01 13:00:24,119.85,117.453,-119.85000000000000,SL Hit First,SL Hit First,1900-01-01 13:01:54,119.85,113.8575,-299.62500000000000,Close Price,Close Price,1900-01-01 13:05:00,119.85,114.0,-292.5000000000000,Close Price,Close Price,1900-01-01 13:05:00,119.85,114.0,-292.5000000000000
4/10/22,1900-01-01 13:10:00,Put,Target Hit First,Target Hit First,1900-01-01 13:10:36,113.4,115.668,113.40000000000000,Target Hit First,Target Hit First,1900-01-01 13:13:12,113.4,119.07,283.4999999999990,Close Price,Close Price,1900-01-01 13:15:00,113.4,115.95,127.50000000000000,Close Price,Close Price,1900-01-01 13:15:00,113.4,115.95,127.50000000000000
4/10/22,1900-01-01 13:55:00,Put,Target Hit First,Target Hit First,1900-01-01 13:55:12,117.55,119.901,117.55000000000000,Close Price,Close Price,1900-01-01 14:00:00,117.55,115.25,-115.00000000000000,Close Price,Close Price,1900-01-01 14:00:00,117.55,115.25,-115.00000000000000,Close Price,Close Price,1900-01-01 14:00:00,117.55,115.25,-115.00000000000000
4/10/22,1900-01-01 14:55:00,Put,SL Hit First,SL Hit First,1900-01-01 14:55:24,102.3,100.254,-102.30000000000000,Close Price,Close Price,1900-01-01 15:00:00,102.3,100.65,-82.49999999999960,Close Price,Close Price,1900-01-01 15:00:00,102.3,100.65,-82.49999999999960,Close Price,Close Price,1900-01-01 15:00:00,102.3,100.65,-82.49999999999960
4/10/22,1900-01-01 15:00:00,Put,SL Hit First,SL Hit First,1900-01-01 15:00:00,104.8,102.704,-104.80000000000000,SL Hit First,SL Hit First,1900-01-01 15:02:30,104.8,99.56,-262.0000000000000,Close Price,Close Price,1900-01-01 15:05:00,104.8,102.15,-132.50000000000000,Close Price,Close Price,1900-01-01 15:05:00,104.8,102.15,-132.50000000000000
4/10/22,1900-01-01 15:15:00,Put,Target Hit First,Target Hit First,1900-01-01 15:17:00,100.8,102.816,100.80000000000000,SL Hit First,SL Hit First,1900-01-01 15:19:30,100.8,95.76,-252.0000000000000,Close Price,Close Price,1900-01-01 15:20:00,100.8,100.0,-39.99999999999990,Close Price,Close Price,1900-01-01 15:20:00,100.8,100.0,-39.99999999999990
4/10/22,1900-01-01 15:30:00,Put,Close Price,Close Price,1900-01-01 15:30:00,88.0,88.0,0.0,Close Price,Close Price,1900-01-01 15:30:00,88.0,88.0,0.0,Close Price,Close Price,1900-01-01 15:30:00,88.0,88.0,0.0,Close Price,Close Price,1900-01-01 15:30:00,88.0,88.0,0.0
