Date,Time,Option,SL % 2,Target % 2,Exit Time % 2,Buy Price % 2,Exit Price % 2,Profit/Loss % 2,SL % 5,Target % 5,Exit Time % 5,Buy Price % 5,Exit Price % 5,Profit/Loss % 5,SL % 7,Target % 7,Exit Time % 7,Buy Price % 7,Exit Price % 7,Profit/Loss % 7,SL % 10,Target % 10,Exit Time % 10,Buy Price % 10,Exit Price % 10,Profit/Loss % 10
6/10/22,1900-01-01 09:20:00,Put,SL Hit First,SL Hit First,1900-01-01 09:20:12,241.7,236.866,-241.69999999999900,Target Hit First,Target Hit First,1900-01-01 09:22:24,241.7,253.785,604.2500000000010,Close Price,Close Price,1900-01-01 09:25:00,241.7,238.3,-169.99999999999900,Close Price,Close Price,1900-01-01 09:25:00,241.7,238.3,-169.99999999999900
6/10/22,1900-01-01 09:40:00,Put,Target Hit First,Target Hit First,1900-01-01 09:40:06,248.0,252.96,248.0000000000000,Close Price,Close Price,1900-01-01 09:45:00,248.0,254.05,302.50000000000100,Close Price,Close Price,1900-01-01 09:45:00,248.0,254.05,302.50000000000100,Close Price,Close Price,1900-01-01 09:45:00,248.0,254.05,302.50000000000100
6/10/22,1900-01-01 10:20:00,Put,Close Price,Close Price,1900-01-01 10:25:00,218.35,220.35,100.0,Close Price,Close Price,1900-01-01 10:25:00,218.35,220.35,100.0,Close Price,Close Price,1900-01-01 10:25:00,218.35,220.35,100.0,Close Price,Close Price,1900-01-01 10:25:00,218.35,220.35,100.0
6/10/22,1900-01-01 10:35:00,Put,Target Hit First,Target Hit First,1900-01-01 10:35:18,222.5,226.95,222.49999999999900,Close Price,Close Price,1900-01-01 10:40:00,222.5,228.0,275.0,Close Price,Close Price,1900-01-01 10:40:00,222.5,228.0,275.0,Close Price,Close Price,1900-01-01 10:40:00,222.5,228.0,275.0
6/10/22,1900-01-01 10:45:00,Put,Target Hit First,Target Hit First,1900-01-01 10:46:30,226.2,230.724,226.20000000000000,Close Price,Close Price,1900-01-01 10:50:00,226.2,233.5,365.00000000000100,Close Price,Close Price,1900-01-01 10:50:00,226.2,233.5,365.00000000000100,Close Price,Close Price,1900-01-01 10:50:00,226.2,233.5,365.00000000000100
6/10/22,1900-01-01 10:50:00,Put,Target Hit First,Target Hit First,1900-01-01 10:52:12,233.0,237.66,233.00000000000000,Close Price,Close Price,1900-01-01 10:55:00,233.0,226.95,-302.50000000000100,Close Price,Close Price,1900-01-01 10:55:00,233.0,226.95,-302.50000000000100,Close Price,Close Price,1900-01-01 10:55:00,233.0,226.95,-302.50000000000100
6/10/22,1900-01-01 11:10:00,Put,Target Hit First,Target Hit First,1900-01-01 11:11:00,220.0,224.4,220.00000000000000,Close Price,Close Price,1900-01-01 11:15:00,220.0,227.95,397.49999999999900,Close Price,Close Price,1900-01-01 11:15:00,220.0,227.95,397.49999999999900,Close Price,Close Price,1900-01-01 11:15:00,220.0,227.95,397.49999999999900
6/10/22,1900-01-01 11:15:00,Put,Target Hit First,Target Hit First,1900-01-01 11:16:12,226.45,230.979,226.45000000000100,Close Price,Close Price,1900-01-01 11:20:00,226.45,234.3,392.50000000000100,Close Price,Close Price,1900-01-01 11:20:00,226.45,234.3,392.50000000000100,Close Price,Close Price,1900-01-01 11:20:00,226.45,234.3,392.50000000000100
6/10/22,1900-01-01 11:20:00,Put,Target Hit First,Target Hit First,1900-01-01 11:22:12,234.0,238.68,234.00000000000000,Close Price,Close Price,1900-01-01 11:25:00,234.0,239.1,255.00000000000000,Close Price,Close Price,1900-01-01 11:25:00,234.0,239.1,255.00000000000000,Close Price,Close Price,1900-01-01 11:25:00,234.0,239.1,255.00000000000000
6/10/22,1900-01-01 11:25:00,Put,Target Hit First,Target Hit First,1900-01-01 11:25:24,238.9,243.678,238.90000000000000,Target Hit First,Target Hit First,1900-01-01 11:27:54,238.9,250.84500000000000,597.2500000000010,Close Price,Close Price,1900-01-01 11:30:00,238.9,248.95,502.49999999999900,Close Price,Close Price,1900-01-01 11:30:00,238.9,248.95,502.49999999999900
