Date,Time,Option,SL % 2,Target % 2,Exit Time % 2,Buy Price % 2,Exit Price % 2,Profit/Loss % 2,SL % 5,Target % 5,Exit Time % 5,Buy Price % 5,Exit Price % 5,Profit/Loss % 5,SL % 7,Target % 7,Exit Time % 7,Buy Price % 7,Exit Price % 7,Profit/Loss % 7,SL % 10,Target % 10,Exit Time % 10,Buy Price % 10,Exit Price % 10,Profit/Loss % 10
14/10/22,1900-01-01 09:20:00,Put,SL Hit First,SL Hit First,1900-01-01 09:20:06,189.7,185.906,-189.69999999999900,Target Hit First,Target Hit First,1900-01-01 09:21:54,189.7,199.185,474.2500000000010,Target Hit First,Target Hit First,1900-01-01 09:22:06,189.7,202.979,663.9500000000010,Target Hit First,Target Hit First,1900-01-01 09:23:54,189.7,208.67,948.5
14/10/22,1900-01-01 09:25:00,Put,SL Hit First,SL Hit First,1900-01-01 09:25:06,211.2,206.976,-211.19999999999900,SL Hit First,SL Hit First,1900-01-01 09:30:00,211.2,200.64,-528.0000000000000,Close Price,Close Price,1900-01-01 09:30:00,211.2,197.75,-672.4999999999990,Close Price,Close Price,1900-01-01 09:30:00,211.2,197.75,-672.4999999999990
14/10/22,1900-01-01 09:35:00,Put,SL Hit First,SL Hit First,1900-01-01 09:35:30,194.5,190.61,-194.49999999999900,Target Hit First,Target Hit First,1900-01-01 09:37:18,194.5,204.225,486.2500000000000,Close Price,Close Price,1900-01-01 09:40:00,194.5,207.0,625.0,Close Price,Close Price,1900-01-01 09:40:00,194.5,207.0,625.0
14/10/22,1900-01-01 09:40:00,Put,Target Hit First,Target Hit First,1900-01-01 09:40:06,205.95,210.069,205.95,Close Price,Close Price,1900-01-01 09:45:00,205.95,207.5,77.50000000000060,Close Price,Close Price,1900-01-01 09:45:00,205.95,207.5,77.50000000000060,Close Price,Close Price,1900-01-01 09:45:00,205.95,207.5,77.50000000000060
14/10/22,1900-01-01 09:45:00,Put,SL Hit First,SL Hit First,1900-01-01 09:45:18,207.7,203.546,-207.70000000000000,SL Hit First,SL Hit First,1900-01-01 09:45:48,207.7,197.315,-519.2500000000000,Close Price,Close Price,1900-01-01 09:50:00,207.7,206.5,-59.99999999999940,Close Price,Close Price,1900-01-01 09:50:00,207.7,206.5,-59.99999999999940
14/10/22,1900-01-01 10:20:00,Put,Target Hit First,Target Hit First,1900-01-01 10:20:12,194.95,198.849,194.95000000000000,Close Price,Close Price,1900-01-01 10:25:00,194.95,198.8,192.50000000000100,Close Price,Close Price,1900-01-01 10:25:00,194.95,198.8,192.50000000000100,Close Price,Close Price,1900-01-01 10:25:00,194.95,198.8,192.50000000000100
14/10/22,1900-01-01 10:25:00,Put,Target Hit First,Target Hit First,1900-01-01 10:27:06,198.55,202.521,198.54999999999900,Target Hit First,Target Hit First,1900-01-01 10:28:06,198.55,208.4775,496.37499999999900,Target Hit First,Target Hit First,1900-01-01 10:28:12,198.55,212.4485,694.9249999999990,Close Price,Close Price,1900-01-01 10:30:00,198.55,217.5,947.4999999999990
14/10/22,1900-01-01 10:30:00,Put,Target Hit First,Target Hit First,1900-01-01 10:30:06,214.0,218.28,214.00000000000000,Close Price,Close Price,1900-01-01 10:35:00,214.0,212.95,-52.50000000000060,Close Price,Close Price,1900-01-01 10:35:00,214.0,212.95,-52.50000000000060,Close Price,Close Price,1900-01-01 10:35:00,214.0,212.95,-52.50000000000060
14/10/22,1900-01-01 10:35:00,Put,Target Hit First,Target Hit First,1900-01-01 10:37:12,214.0,218.28,214.00000000000000,Close Price,Close Price,1900-01-01 10:40:00,214.0,216.25,112.5,Close Price,Close Price,1900-01-01 10:40:00,214.0,216.25,112.5,Close Price,Close Price,1900-01-01 10:40:00,214.0,216.25,112.5
14/10/22,1900-01-01 10:40:00,Put,Target Hit First,Target Hit First,1900-01-01 10:40:18,216.05,220.371,216.0500000000000,Close Price,Close Price,1900-01-01 10:45:00,216.05,212.1,-197.50000000000100,Close Price,Close Price,1900-01-01 10:45:00,216.05,212.1,-197.50000000000100,Close Price,Close Price,1900-01-01 10:45:00,216.05,212.1,-197.50000000000100
14/10/22,1900-01-01 10:50:00,Put,Target Hit First,Target Hit First,1900-01-01 10:50:24,205.25,209.355,205.2500000000000,Close Price,Close Price,1900-01-01 10:55:00,205.25,209.05,190.00000000000100,Close Price,Close Price,1900-01-01 10:55:00,205.25,209.05,190.00000000000100,Close Price,Close Price,1900-01-01 10:55:00,205.25,209.05,190.00000000000100
14/10/22,1900-01-01 11:50:00,Put,Target Hit First,Target Hit First,1900-01-01 11:52:12,189.9,193.698,189.9000000000000,Target Hit First,Target Hit First,1900-01-01 11:53:18,189.9,199.395,474.7500000000000,Close Price,Close Price,1900-01-01 11:55:00,189.9,198.35,422.49999999999900,Close Price,Close Price,1900-01-01 11:55:00,189.9,198.35,422.49999999999900
14/10/22,1900-01-01 12:25:00,Put,Target Hit First,Target Hit First,1900-01-01 12:29:48,172.5,175.95000000000000,172.50000000000100,Close Price,Close Price,1900-01-01 12:30:00,172.5,175.15,132.50000000000000,Close Price,Close Price,1900-01-01 12:30:00,172.5,175.15,132.50000000000000,Close Price,Close Price,1900-01-01 12:30:00,172.5,175.15,132.50000000000000
14/10/22,1900-01-01 12:30:00,Put,Target Hit First,Target Hit First,1900-01-01 12:31:00,173.95,177.429,173.95000000000100,Target Hit First,Target Hit First,1900-01-01 12:35:00,173.95,182.6475,434.87500000000100,Close Price,Close Price,1900-01-01 12:35:00,173.95,182.6,432.5000000000000,Close Price,Close Price,1900-01-01 12:35:00,173.95,182.6,432.5000000000000
14/10/22,1900-01-01 12:35:00,Put,SL Hit First,SL Hit First,1900-01-01 12:36:42,181.85,178.213,-181.85000000000000,Close Price,Close Price,1900-01-01 12:40:00,181.85,183.4,77.50000000000060,Close Price,Close Price,1900-01-01 12:40:00,181.85,183.4,77.50000000000060,Close Price,Close Price,1900-01-01 12:40:00,181.85,183.4,77.50000000000060
14/10/22,1900-01-01 12:40:00,Put,Target Hit First,Target Hit First,1900-01-01 12:41:48,183.4,187.068,183.40000000000000,Close Price,Close Price,1900-01-01 12:45:00,183.4,182.65,-37.5,Close Price,Close Price,1900-01-01 12:45:00,183.4,182.65,-37.5,Close Price,Close Price,1900-01-01 12:45:00,183.4,182.65,-37.5
14/10/22,1900-01-01 12:45:00,Put,Target Hit First,Target Hit First,1900-01-01 12:45:30,183.45,187.119,183.45000000000100,Target Hit First,Target Hit First,1900-01-01 12:49:00,183.45,192.6225,458.6250000000010,Close Price,Close Price,1900-01-01 12:50:00,183.45,193.0,477.50000000000100,Close Price,Close Price,1900-01-01 12:50:00,183.45,193.0,477.50000000000100
14/10/22,1900-01-01 12:50:00,Put,Target Hit First,Target Hit First,1900-01-01 12:50:18,192.45,196.299,192.4500000000010,Target Hit First,Target Hit First,1900-01-01 12:51:12,192.45,202.0725,481.1250000000000,Target Hit First,Target Hit First,1900-01-01 12:54:54,192.45,205.9215,673.575000000001,Close Price,Close Price,1900-01-01 12:55:00,192.45,208.35,795.0000000000000
14/10/22,1900-01-01 12:55:00,Put,SL Hit First,SL Hit First,1900-01-01 12:55:42,207.5,203.35,-207.50000000000000,Close Price,Close Price,1900-01-01 13:00:00,207.5,204.0,-175.0,Close Price,Close Price,1900-01-01 13:00:00,207.5,204.0,-175.0,Close Price,Close Price,1900-01-01 13:00:00,207.5,204.0,-175.0
14/10/22,1900-01-01 13:00:00,Put,Target Hit First,Target Hit First,1900-01-01 13:00:12,202.0,206.04,202.0000000000000,Close Price,Close Price,1900-01-01 13:05:00,202.0,204.7,134.99999999999900,Close Price,Close Price,1900-01-01 13:05:00,202.0,204.7,134.99999999999900,Close Price,Close Price,1900-01-01 13:05:00,202.0,204.7,134.99999999999900
14/10/22,1900-01-01 13:15:00,Put,Target Hit First,Target Hit First,1900-01-01 13:16:12,202.25,206.295,202.24999999999900,Target Hit First,Target Hit First,1900-01-01 13:16:24,202.25,212.3625,505.62500000000100,Target Hit First,Target Hit First,1900-01-01 13:17:18,202.25,216.4075,707.875,Close Price,Close Price,1900-01-01 13:20:00,202.25,210.05,390.00000000000100
14/10/22,1900-01-01 14:10:00,Put,Target Hit First,Target Hit First,1900-01-01 14:11:48,214.85,219.147,214.85000000000000,Target Hit First,Target Hit First,1900-01-01 14:14:06,214.85,225.5925,537.1250000000000,Close Price,Close Price,1900-01-01 14:15:00,214.85,226.15,565.0000000000010,Close Price,Close Price,1900-01-01 14:15:00,214.85,226.15,565.0000000000010
