Date,Time,open,high,low,close,BuyPrice,SellPrice,ema5,Long_Call_Entry,Long Call Entry Point,short_put_entry,Short Put Entry Point,Call Or Put Status,round off values
2022-10-13,09:15:00,17085.25,17183.85,17055.0,17104.25,17065.05,17068.0,17104.25,False,,False,,,17100.0
2022-10-13,09:20:00,17066.3,17167.6,17050.0,17167.6,17063.95,17065.15,17142.26,True,Enter the Long Call trade at - 17167.6,False,,Buy Call and Sell Put at ,17200.0
2022-10-13,09:25:00,17072.0,17177.6,17051.2,17102.2,17072.0,17073.55,17123.284210526315,False,,True,Enter the short put trade at - 17102.2,Buy Put and Sell Call at ,17100.0
2022-10-13,09:30:00,17061.0,17170.0,17042.6,17100.55,17061.7,17063.0,17113.84076923077,False,,True,Enter the short put trade at - 17100.55,Buy Put and Sell Call at ,17100.0
2022-10-13,09:35:00,17057.65,17166.8,17033.4,17078.0,17056.6,17058.2,17100.08199052133,False,,True,Enter the short put trade at - 17078.0,Buy Put and Sell Call at ,17100.0
2022-10-13,09:40:00,17035.75,17140.0,17021.65,17076.0,17032.9,17034.4,17091.28210526316,False,,True,Enter the short put trade at - 17076.0,Buy Put and Sell Call at ,17100.0
2022-10-13,09:45:00,17035.05,17147.35,17025.0,17086.0,17033.4,17035.05,17089.411947547356,False,,True,Enter the short put trade at - 17086.0,Buy Put and Sell Call at ,17100.0
2022-10-13,09:50:00,17045.0,17150.05,17028.0,17072.0,17044.45,17045.0,17083.372307692312,False,,True,Enter the short put trade at - 17072.0,Buy Put and Sell Call at ,17100.0
2022-10-13,09:55:00,17029.1,17138.7,17015.15,17063.6,17028.0,17029.1,17076.605518752287,False,,True,Enter the short put trade at - 17063.6,Buy Put and Sell Call at ,17100.0
2022-10-13,10:00:00,17019.85,17136.6,17006.75,17066.0,17019.6,17020.5,17073.00795863852,False,,True,Enter the short put trade at - 17066.0,Buy Put and Sell Call at ,17100.0
2022-10-13,10:05:00,17021.4,17130.85,17010.0,17054.35,17018.9,17020.9,17066.715896435733,False,,True,Enter the short put trade at - 17054.35,Buy Put and Sell Call at ,17100.0
