Datetime,Date,Time,open,high,low,close,BuyPrice,SellPrice,Strike,EMA5
2022-10-06 09:15:00,2022-10-06,09:15:00,35.0,41.95,30.1,39.45,33.35,37.45,17300,39.45
2022-10-06 09:20:00,2022-10-06,09:20:00,39.7,53.5,39.7,53.5,39.65,39.8,17300,47.88
2022-10-06 09:25:00,2022-10-06,09:25:00,54.0,67.7,54.0,62.45,53.95,54.05,17300,54.781578947368416
2022-10-06 09:30:00,2022-10-06,09:30:00,62.0,72.3,60.6,68.4,62.0,62.1,17300,60.43846153846154
2022-10-06 09:35:00,2022-10-06,09:35:00,69.25,69.6,54.35,56.7,69.25,69.4,17300,59.00331753554503
2022-10-06 09:40:00,2022-10-06,09:40:00,56.75,60.4,49.45,50.0,56.65,56.8,17300,55.71338345864662
2022-10-06 09:45:00,2022-10-06,09:45:00,50.0,54.8,48.35,52.4,50.0,50.15,17300,54.54026226323459
2022-10-06 09:50:00,2022-10-06,09:50:00,52.6,58.35,52.25,54.95,52.55,52.65,17300,54.682386994448855
2022-10-06 09:55:00,2022-10-06,09:55:00,54.85,61.25,54.85,61.1,54.75,54.85,17300,56.87872307130563
2022-10-06 10:00:00,2022-10-06,10:00:00,61.4,72.85,61.4,71.05,61.3,61.45,17300,61.685844894442056
2022-10-06 10:05:00,2022-10-06,10:05:00,71.25,72.0,67.05,70.5,71.05,71.2,17300,64.65826075534412
2022-10-06 10:10:00,2022-10-06,10:10:00,70.45,71.4,60.4,61.2,70.6,70.75,17300,63.49655348965099
2022-10-06 10:15:00,2022-10-06,10:15:00,61.75,69.4,61.1,69.35,61.65,61.8,17300,65.45777955919151
2022-10-06 10:20:00,2022-10-06,10:20:00,69.2,69.7,65.85,69.0,69.05,69.2,17300,66.64257821899746
2022-10-06 10:25:00,2022-10-06,10:25:00,69.0,71.15,64.3,64.3,68.8,68.9,17300,65.85993151505444
2022-10-06 10:30:00,2022-10-06,10:30:00,64.45,66.75,58.6,62.95,64.35,64.5,17300,64.88847536078868
2022-10-06 10:35:00,2022-10-06,10:35:00,62.85,66.4,60.05,65.45,62.8,62.9,17300,65.07584040840968
2022-10-06 10:40:00,2022-10-06,10:40:00,65.25,76.4,65.1,75.45,65.25,65.4,17300,68.53623504525004
2022-10-06 10:45:00,2022-10-06,10:45:00,75.8,76.7,68.0,68.1,75.75,75.9,17300,68.39075773970733
2022-10-06 10:50:00,2022-10-06,10:50:00,68.35,69.95,64.45,69.3,68.4,68.55,17300,68.69392966562519
2022-10-06 10:55:00,2022-10-06,10:55:00,69.15,69.15,56.05,56.5,69.2,69.4,17300,64.6284713772017
2022-10-06 11:00:00,2022-10-06,11:00:00,56.45,58.5,48.6,53.6,56.4,56.5,17300,60.95182284098472
2022-10-06 11:05:00,2022-10-06,11:05:00,53.85,57.8,53.2,55.0,53.75,53.85,17300,58.967705099598916
2022-10-06 11:10:00,2022-10-06,11:10:00,54.8,59.4,52.4,57.8,54.7,54.75,17300,58.57844694322225
2022-10-06 11:15:00,2022-10-06,11:15:00,57.75,59.75,55.9,58.0,57.6,57.75,17300,58.385623659269115
2022-10-06 11:20:00,2022-10-06,11:20:00,58.4,58.4,53.85,55.6,58.3,58.4,17300,57.45705792405999
2022-10-06 11:25:00,2022-10-06,11:25:00,55.6,57.6,50.5,53.35,55.5,55.65,17300,56.088014519581236
2022-10-06 11:30:00,2022-10-06,11:30:00,53.65,56.5,52.2,53.6,53.65,53.8,17300,55.25866661484914
2022-10-06 11:35:00,2022-10-06,11:35:00,53.25,56.8,53.0,55.0,53.15,53.3,17300,55.172443735408656
2022-10-06 11:40:00,2022-10-06,11:40:00,54.8,59.9,53.35,57.0,54.65,54.8,17300,55.78163233391555
2022-10-06 11:45:00,2022-10-06,11:45:00,56.9,58.9,55.15,56.85,56.9,57.0,17300,56.13775612742332
2022-10-06 11:50:00,2022-10-06,11:50:00,56.55,61.85,56.25,61.85,56.4,56.55,17300,58.041841831610185
2022-10-06 11:55:00,2022-10-06,11:55:00,62.05,63.3,60.2,61.5,62.05,62.2,17300,59.1945630022736
2022-10-06 12:00:00,2022-10-06,12:00:00,62.0,63.9,59.9,60.85,62.0,62.05,17300,59.74637590329484
2022-10-06 12:05:00,2022-10-06,12:05:00,60.8,64.6,58.3,64.05,60.65,60.75,17300,61.18091825405167
2022-10-06 12:10:00,2022-10-06,12:10:00,64.3,65.4,59.6,62.3,64.35,64.45,17300,61.55394567348835
2022-10-06 12:15:00,2022-10-06,12:15:00,62.55,65.95,62.55,64.5,62.45,62.55,17300,62.53596408206443
2022-10-06 12:20:00,2022-10-06,12:20:00,64.7,64.85,57.3,63.5,64.6,64.75,17300,62.85730945343189
2022-10-06 12:25:00,2022-10-06,12:25:00,63.9,65.45,60.9,63.8,63.8,63.95,17300,63.17153967824866
2022-10-06 12:30:00,2022-10-06,12:30:00,64.25,66.5,63.05,65.75,64.25,64.4,17300,64.03102652989581
2022-10-06 12:35:00,2022-10-06,12:35:00,66.1,74.9,64.15,71.95,65.85,66.0,17300,66.67068451241366
2022-10-06 12:40:00,2022-10-06,12:40:00,72.95,74.2,68.3,72.45,72.95,73.05,17300,68.5971230857081
2022-10-06 12:45:00,2022-10-06,12:45:00,72.35,72.85,68.3,70.7,72.25,72.35,17300,69.29808207592188
2022-10-06 12:50:00,2022-10-06,12:50:00,70.5,71.95,66.2,69.8,70.4,70.55,17300,69.46538805360338
2022-10-06 12:55:00,2022-10-06,12:55:00,70.85,71.95,61.4,62.7,70.65,70.8,17300,67.2102586755448
2022-10-06 13:00:00,2022-10-06,13:00:00,61.95,68.7,61.95,67.1,61.9,62.0,17300,67.17350578340472
2022-10-06 13:05:00,2022-10-06,13:05:00,67.35,68.8,65.55,67.6,67.35,67.45,17300,67.31567052302232
2022-10-06 13:10:00,2022-10-06,13:10:00,67.8,68.45,63.15,65.9,67.85,68.0,17300,66.84378034701636
2022-10-06 13:15:00,2022-10-06,13:15:00,65.9,67.1,62.8,66.15,65.85,66.05,17300,66.61252023080021
2022-10-06 13:20:00,2022-10-06,13:20:00,66.2,67.85,64.5,65.7,66.2,66.35,17300,66.30834682005643
2022-10-06 13:25:00,2022-10-06,13:25:00,65.55,70.9,65.0,69.1,65.45,65.6,17300,67.23889788101056
2022-10-06 13:30:00,2022-10-06,13:30:00,69.9,75.0,69.3,73.4,69.75,69.9,17300,69.29259858877188
2022-10-06 13:35:00,2022-10-06,13:35:00,73.1,74.4,69.0,69.7,73.1,73.35,17300,69.42839905924436
2022-10-06 13:40:00,2022-10-06,13:40:00,69.5,73.25,64.75,65.5,69.4,69.55,17300,68.11893270575723
2022-10-06 13:45:00,2022-10-06,13:45:00,65.35,68.1,59.85,65.9,65.45,65.6,17300,67.37928847035207
2022-10-06 13:50:00,2022-10-06,13:50:00,65.85,66.5,59.05,60.0,65.75,65.9,17300,64.9195256465627
2022-10-06 13:55:00,2022-10-06,13:55:00,60.1,61.95,56.75,61.2,60.1,60.25,17300,63.67968376426133
2022-10-06 14:00:00,2022-10-06,14:00:00,60.95,67.75,60.8,66.6,60.95,61.0,17300,64.65312250956711
2022-10-06 14:05:00,2022-10-06,14:05:00,66.55,69.35,63.65,69.35,66.45,66.55,17300,66.21874833977527
2022-10-06 14:10:00,2022-10-06,14:10:00,69.5,72.85,63.9,65.4,69.35,69.45,17300,65.94583222650944
2022-10-06 14:15:00,2022-10-06,14:15:00,65.0,67.85,62.05,67.8,64.95,65.0,17300,66.5638881510175
2022-10-06 14:20:00,2022-10-06,14:20:00,67.5,68.5,60.2,60.2,67.5,67.6,17300,64.44259210065269
2022-10-06 14:25:00,2022-10-06,14:25:00,60.65,65.35,59.75,64.65,60.5,60.65,17300,64.51172806710235
2022-10-06 14:30:00,2022-10-06,14:30:00,64.3,69.2,64.3,64.65,64.2,64.3,17300,64.55781871140182
2022-10-06 14:35:00,2022-10-06,14:35:00,64.5,67.2,58.45,59.1,64.45,64.55,17300,62.738545807594704
2022-10-06 14:40:00,2022-10-06,14:40:00,59.2,61.35,54.65,54.65,59.1,59.15,17300,60.04236387172337
2022-10-06 14:45:00,2022-10-06,14:45:00,54.15,60.15,51.65,58.0,54.15,54.2,17300,59.361575914481165
