Date,Time,Option,SL % 2,Target % 2,Exit Time % 2,Buy Price % 2,Exit Price % 2,Profit/Loss % 2,SL % 5,Target % 5,Exit Time % 5,Buy Price % 5,Exit Price % 5,Profit/Loss % 5,SL % 7,Target % 7,Exit Time % 7,Buy Price % 7,Exit Price % 7,Profit/Loss % 7,SL % 10,Target % 10,Exit Time % 10,Buy Price % 10,Exit Price % 10,Profit/Loss % 10
19/10/22,1900-01-01 09:20:00,Call,SL Hit First,SL Hit First,1900-01-01 09:21:00,49.9,48.902,-49.89999999999990,SL Hit First,SL Hit First,1900-01-01 09:21:30,49.9,47.405,-124.75000000000000,Close Price,Close Price,1900-01-01 09:25:00,49.9,51.05,57.49999999999990,Close Price,Close Price,1900-01-01 09:25:00,49.9,51.05,57.49999999999990
19/10/22,1900-01-01 09:25:00,Call,SL Hit First,SL Hit First,1900-01-01 09:25:00,52.25,51.205,-52.250000000000100,SL Hit First,SL Hit First,1900-01-01 09:26:12,52.25,49.6375,-130.62500000000000,SL Hit First,SL Hit First,1900-01-01 09:26:30,52.25,48.5925,-182.87500000000000,Close Price,Close Price,1900-01-01 09:30:00,52.25,51.15,-55.00000000000010
19/10/22,1900-01-01 09:35:00,Call,Target Hit First,Target Hit First,1900-01-01 09:35:12,49.55,50.541,49.55000000000000,SL Hit First,SL Hit First,1900-01-01 09:36:00,49.55,47.0725,-123.87500000000000,Close Price,Close Price,1900-01-01 09:40:00,49.55,50.2,32.500000000000300,Close Price,Close Price,1900-01-01 09:40:00,49.55,50.2,32.500000000000300
19/10/22,1900-01-01 11:05:00,Call,SL Hit First,SL Hit First,1900-01-01 11:05:42,53.25,52.185,-53.249999999999900,SL Hit First,SL Hit First,1900-01-01 11:06:00,53.25,50.5875,-133.12500000000000,Close Price,Close Price,1900-01-01 11:10:00,53.25,50.4,-142.50000000000000,Close Price,Close Price,1900-01-01 11:10:00,53.25,50.4,-142.50000000000000
19/10/22,1900-01-01 11:45:00,Call,SL Hit First,SL Hit First,1900-01-01 11:45:12,51.0,49.98,-51.000000000000200,SL Hit First,SL Hit First,1900-01-01 11:47:24,51.0,48.45,-127.50000000000000,SL Hit First,SL Hit First,1900-01-01 11:48:54,51.0,47.43,-178.5,Close Price,Close Price,1900-01-01 11:50:00,51.0,48.65,-117.50000000000000
19/10/22,1900-01-01 12:05:00,Call,Target Hit First,Target Hit First,1900-01-01 12:05:06,42.25,43.095,42.24999999999990,Target Hit First,Target Hit First,1900-01-01 12:05:42,42.25,44.3625,105.62500000000000,Target Hit First,Target Hit First,1900-01-01 12:06:18,42.25,45.2075,147.87500000000000,Close Price,Close Price,1900-01-01 12:10:00,42.25,40.3,-97.50000000000010
19/10/22,1900-01-01 12:10:00,Call,Target Hit First,Target Hit First,1900-01-01 12:10:18,40.3,41.106,40.300000000000200,SL Hit First,SL Hit First,1900-01-01 12:11:48,40.3,38.285,-100.75000000000000,SL Hit First,SL Hit First,1900-01-01 12:11:54,40.3,37.47900000000000,-141.05000000000000,Close Price,Close Price,1900-01-01 12:15:00,40.3,39.9,-19.99999999999990
19/10/22,1900-01-01 12:15:00,Call,Target Hit First,Target Hit First,1900-01-01 12:15:18,40.25,41.055,40.250000000000000,Target Hit First,Target Hit First,1900-01-01 12:15:42,40.25,42.2625,100.62500000000000,Target Hit First,Target Hit First,1900-01-01 12:15:42,40.25,43.0675,140.8750000000000,Close Price,Close Price,1900-01-01 12:20:00,40.25,41.05,39.99999999999990
19/10/22,1900-01-01 12:25:00,Call,SL Hit First,SL Hit First,1900-01-01 12:25:06,42.55,41.699,-42.550000000000000,SL Hit First,SL Hit First,1900-01-01 12:25:30,42.55,40.42250000000000,-106.37500000000000,SL Hit First,SL Hit First,1900-01-01 12:25:36,42.55,39.57150000000000,-148.92500000000000,SL Hit First,SL Hit First,1900-01-01 12:25:48,42.55,38.295,-212.75000000000000
19/10/22,1900-01-01 12:30:00,Call,Target Hit First,Target Hit First,1900-01-01 12:30:00,39.0,39.78,39.00000000000010,Target Hit First,Target Hit First,1900-01-01 12:30:24,39.0,40.95,97.50000000000010,SL Hit First,SL Hit First,1900-01-01 12:34:18,39.0,36.27,-136.50000000000000,Close Price,Close Price,1900-01-01 12:35:00,39.0,36.05,-147.50000000000000
