Date,Time,Option,SL % 2,Target % 2,Exit Time % 2,Buy Price % 2,Exit Price % 2,Profit/Loss % 2,SL % 5,Target % 5,Exit Time % 5,Buy Price % 5,Exit Price % 5,Profit/Loss % 5,SL % 7,Target % 7,Exit Time % 7,Buy Price % 7,Exit Price % 7,Profit/Loss % 7,SL % 10,Target % 10,Exit Time % 10,Buy Price % 10,Exit Price % 10,Profit/Loss % 10
25/10/22,1900-01-01 09:30:00,Call,Target Hit First,Target Hit First,1900-01-01 09:30:00,45.6,46.512,45.60000000000000,Target Hit First,Target Hit First,1900-01-01 09:32:00,45.6,47.88,114.00000000000000,Target Hit First,Target Hit First,1900-01-01 09:32:36,45.6,48.792,159.60000000000000,Target Hit First,Target Hit First,1900-01-01 09:34:30,45.6,50.16,228.00000000000000
25/10/22,1900-01-01 09:35:00,Call,Target Hit First,Target Hit First,1900-01-01 09:35:00,50.9,51.918,50.900000000000000,Close Price,Close Price,1900-01-01 09:40:00,50.9,51.55,32.49999999999990,Close Price,Close Price,1900-01-01 09:40:00,50.9,51.55,32.49999999999990,Close Price,Close Price,1900-01-01 09:40:00,50.9,51.55,32.49999999999990
25/10/22,1900-01-01 09:40:00,Call,Target Hit First,Target Hit First,1900-01-01 09:40:24,50.8,51.816,50.80000000000030,SL Hit First,SL Hit First,1900-01-01 09:41:12,50.8,48.26,-127.00000000000000,SL Hit First,SL Hit First,1900-01-01 09:41:12,50.8,47.24400000000000,-177.80000000000000,Close Price,Close Price,1900-01-01 09:45:00,50.8,49.4,-69.99999999999990
25/10/22,1900-01-01 09:45:00,Call,SL Hit First,SL Hit First,1900-01-01 09:45:12,49.1,48.118,-49.100000000000000,SL Hit First,SL Hit First,1900-01-01 09:48:00,49.1,46.645,-122.75000000000000,Close Price,Close Price,1900-01-01 09:50:00,49.1,47.0,-105.00000000000000,Close Price,Close Price,1900-01-01 09:50:00,49.1,47.0,-105.00000000000000
25/10/22,1900-01-01 09:50:00,Call,Target Hit First,Target Hit First,1900-01-01 09:50:54,47.2,48.144000000000000,47.20000000000010,Close Price,Close Price,1900-01-01 09:55:00,47.2,46.55,-32.500000000000300,Close Price,Close Price,1900-01-01 09:55:00,47.2,46.55,-32.500000000000300,Close Price,Close Price,1900-01-01 09:55:00,47.2,46.55,-32.500000000000300
25/10/22,1900-01-01 09:55:00,Call,Target Hit First,Target Hit First,1900-01-01 09:55:18,47.15,48.093,47.15000000000030,Target Hit First,Target Hit First,1900-01-01 09:56:12,47.15,49.5075,117.87500000000000,Target Hit First,Target Hit First,1900-01-01 09:58:36,47.15,50.4505,165.02500000000000,Target Hit First,Target Hit First,1900-01-01 09:59:12,47.15,51.865,235.75000000000000
25/10/22,1900-01-01 10:05:00,Call,SL Hit First,SL Hit First,1900-01-01 10:06:54,56.9,55.762,-56.899999999999900,SL Hit First,SL Hit First,1900-01-01 10:08:06,56.9,54.05500000000000,-142.25000000000000,SL Hit First,SL Hit First,1900-01-01 10:08:54,56.9,52.917,-199.15000000000000,Close Price,Close Price,1900-01-01 10:10:00,56.9,54.3,-130.00000000000000
25/10/22,1900-01-01 10:10:00,Call,SL Hit First,SL Hit First,1900-01-01 10:10:48,53.75,52.675,-53.75000000000010,SL Hit First,SL Hit First,1900-01-01 10:13:00,53.75,51.0625,-134.375,Close Price,Close Price,1900-01-01 10:15:00,53.75,51.05,-135.00000000000000,Close Price,Close Price,1900-01-01 10:15:00,53.75,51.05,-135.00000000000000
25/10/22,1900-01-01 11:25:00,Call,Target Hit First,Target Hit First,1900-01-01 11:27:42,27.6,28.152,27.60000000000000,Target Hit First,Target Hit First,1900-01-01 11:29:18,27.6,28.980000000000000,69.00000000000010,Close Price,Close Price,1900-01-01 11:30:00,27.6,28.6,50.0,Close Price,Close Price,1900-01-01 11:30:00,27.6,28.6,50.0
25/10/22,1900-01-01 11:30:00,Call,SL Hit First,SL Hit First,1900-01-01 11:31:30,28.65,28.077,-28.649999999999800,Close Price,Close Price,1900-01-01 11:35:00,28.65,28.5,-7.499999999999930,Close Price,Close Price,1900-01-01 11:35:00,28.65,28.5,-7.499999999999930,Close Price,Close Price,1900-01-01 11:35:00,28.65,28.5,-7.499999999999930
