Date,Time,Option,SL % 2,Target % 2,Exit Time % 2,Buy Price % 2,Exit Price % 2,Profit/Loss % 2,SL % 5,Target % 5,Exit Time % 5,Buy Price % 5,Exit Price % 5,Profit/Loss % 5,SL % 7,Target % 7,Exit Time % 7,Buy Price % 7,Exit Price % 7,Profit/Loss % 7,SL % 10,Target % 10,Exit Time % 10,Buy Price % 10,Exit Price % 10,Profit/Loss % 10
8/10/22,1900-01-01 09:20:00,Call,Target Hit First,Target Hit First,1900-01-01 09:20:06,101.9,103.938,101.90000000000000,SL Hit First,SL Hit First,1900-01-01 09:22:18,101.9,96.805,-254.75000000000000,SL Hit First,SL Hit First,1900-01-01 09:22:48,101.9,94.767,-356.6500000000010,Close Price,Close Price,1900-01-01 09:25:00,101.9,93.45,-422.5000000000000
8/10/22,1900-01-01 09:25:00,Call,Target Hit First,Target Hit First,1900-01-01 09:25:06,93.4,95.268,93.39999999999980,SL Hit First,SL Hit First,1900-01-01 09:29:06,93.4,88.73,-233.50000000000000,SL Hit First,SL Hit First,1900-01-01 09:29:12,93.4,86.862,-326.90000000000100,SL Hit First,SL Hit First,1900-01-01 09:30:00,93.4,84.06,-467.00000000000000
8/10/22,1900-01-01 09:35:00,Call,SL Hit First,SL Hit First,1900-01-01 09:35:54,79.45,77.861,-79.44999999999990,Close Price,Close Price,1900-01-01 09:40:00,79.45,78.95,-25.0,Close Price,Close Price,1900-01-01 09:40:00,79.45,78.95,-25.0,Close Price,Close Price,1900-01-01 09:40:00,79.45,78.95,-25.0
8/10/22,1900-01-01 09:40:00,Call,SL Hit First,SL Hit First,1900-01-01 09:41:12,79.05,77.469,-79.05000000000020,Close Price,Close Price,1900-01-01 09:45:00,79.05,78.6,-22.500000000000100,Close Price,Close Price,1900-01-01 09:45:00,79.05,78.6,-22.500000000000100,Close Price,Close Price,1900-01-01 09:45:00,79.05,78.6,-22.500000000000100
8/10/22,1900-01-01 09:45:00,Call,Target Hit First,Target Hit First,1900-01-01 09:45:18,79.15,80.733,79.14999999999990,Target Hit First,Target Hit First,1900-01-01 09:45:48,79.15,83.10750000000000,197.8750000000010,Target Hit First,Target Hit First,1900-01-01 09:46:00,79.15,84.69050000000000,277.02500000000000,Target Hit First,Target Hit First,1900-01-01 09:49:42,79.15,87.06500000000000,395.75000000000000
8/10/22,1900-01-01 09:50:00,Call,Target Hit First,Target Hit First,1900-01-01 09:50:12,85.85,87.567,85.84999999999990,Target Hit First,Target Hit First,1900-01-01 09:50:18,85.85,90.1425,214.6250000000000,Target Hit First,Target Hit First,1900-01-01 09:50:42,85.85,91.8595,300.47500000000000,Target Hit First,Target Hit First,1900-01-01 09:50:48,85.85,94.435,429.2500000000000
8/10/22,1900-01-01 09:55:00,Call,Target Hit First,Target Hit First,1900-01-01 09:55:06,98.95,100.929,98.95000000000000,Target Hit First,Target Hit First,1900-01-01 09:55:12,98.95,103.8975,247.37500000000000,Target Hit First,Target Hit First,1900-01-01 09:57:24,98.95,105.8765,346.3250000000000,Target Hit First,Target Hit First,1900-01-01 09:57:30,98.95,108.845,494.7500000000000
8/10/22,1900-01-01 10:00:00,Call,Target Hit First,Target Hit First,1900-01-01 10:00:06,112.35,114.597,112.35,SL Hit First,SL Hit First,1900-01-01 10:03:30,112.35,106.7325,-280.87500000000000,SL Hit First,SL Hit First,1900-01-01 10:04:54,112.35,104.4855,-393.2250000000000,Close Price,Close Price,1900-01-01 10:05:00,112.35,104.0,-417.5000000000000
8/10/22,1900-01-01 10:05:00,Call,SL Hit First,SL Hit First,1900-01-01 10:05:48,103.55,101.479,-103.5500000000000,Close Price,Close Price,1900-01-01 10:10:00,103.55,102.4,-57.499999999999600,Close Price,Close Price,1900-01-01 10:10:00,103.55,102.4,-57.499999999999600,Close Price,Close Price,1900-01-01 10:10:00,103.55,102.4,-57.499999999999600
8/10/22,1900-01-01 10:30:00,Call,Target Hit First,Target Hit First,1900-01-01 10:30:42,87.3,89.04600000000000,87.29999999999980,Close Price,Close Price,1900-01-01 10:35:00,87.3,84.05,-162.5,Close Price,Close Price,1900-01-01 10:35:00,87.3,84.05,-162.5,Close Price,Close Price,1900-01-01 10:35:00,87.3,84.05,-162.5
8/10/22,1900-01-01 10:35:00,Call,Close Price,Close Price,1900-01-01 10:40:00,84.15,82.95,-60.00000000000010,Close Price,Close Price,1900-01-01 10:40:00,84.15,82.95,-60.00000000000010,Close Price,Close Price,1900-01-01 10:40:00,84.15,82.95,-60.00000000000010,Close Price,Close Price,1900-01-01 10:40:00,84.15,82.95,-60.00000000000010
8/10/22,1900-01-01 11:00:00,Call,SL Hit First,SL Hit First,1900-01-01 11:01:24,81.0,79.38,-81.00000000000020,Close Price,Close Price,1900-01-01 11:05:00,81.0,80.9,-4.999999999999720,Close Price,Close Price,1900-01-01 11:05:00,81.0,80.9,-4.999999999999720,Close Price,Close Price,1900-01-01 11:05:00,81.0,80.9,-4.999999999999720
