Date,Time,Option,SL % 2,Target % 2,Exit Time % 2,Buy Price % 2,Exit Price % 2,Profit/Loss % 2,SL % 5,Target % 5,Exit Time % 5,Buy Price % 5,Exit Price % 5,Profit/Loss % 5,SL % 7,Target % 7,Exit Time % 7,Buy Price % 7,Exit Price % 7,Profit/Loss % 7,SL % 10,Target % 10,Exit Time % 10,Buy Price % 10,Exit Price % 10,Profit/Loss % 10
14/10/22,1900-01-01 09:30:00,Call,Target Hit First,Target Hit First,1900-01-01 09:30:00,102.9,104.958,102.90000000000000,Target Hit First,Target Hit First,1900-01-01 09:30:24,102.9,108.04500000000000,257.2500000000010,Target Hit First,Target Hit First,1900-01-01 09:30:30,102.9,110.103,360.1499999999990,Close Price,Close Price,1900-01-01 09:35:00,102.9,103.45,27.499999999999900
14/10/22,1900-01-01 09:50:00,Call,Target Hit First,Target Hit First,1900-01-01 09:50:36,96.65,98.583,96.64999999999960,Close Price,Close Price,1900-01-01 09:55:00,96.65,97.65,50.0,Close Price,Close Price,1900-01-01 09:55:00,96.65,97.65,50.0,Close Price,Close Price,1900-01-01 09:55:00,96.65,97.65,50.0
14/10/22,1900-01-01 09:55:00,Call,Target Hit First,Target Hit First,1900-01-01 09:57:00,98.1,100.062,98.10000000000020,Close Price,Close Price,1900-01-01 10:00:00,98.1,100.9,140.00000000000100,Close Price,Close Price,1900-01-01 10:00:00,98.1,100.9,140.00000000000100,Close Price,Close Price,1900-01-01 10:00:00,98.1,100.9,140.00000000000100
14/10/22,1900-01-01 10:00:00,Call,Target Hit First,Target Hit First,1900-01-01 10:00:12,99.7,101.694,99.70000000000000,Close Price,Close Price,1900-01-01 10:05:00,99.7,98.25,-72.50000000000010,Close Price,Close Price,1900-01-01 10:05:00,99.7,98.25,-72.50000000000010,Close Price,Close Price,1900-01-01 10:05:00,99.7,98.25,-72.50000000000010
14/10/22,1900-01-01 10:05:00,Call,Target Hit First,Target Hit First,1900-01-01 10:05:54,98.8,100.776,98.80000000000000,Target Hit First,Target Hit First,1900-01-01 10:07:24,98.8,103.74,247.0000000000000,Close Price,Close Price,1900-01-01 10:10:00,98.8,103.4,230.00000000000000,Close Price,Close Price,1900-01-01 10:10:00,98.8,103.4,230.00000000000000
14/10/22,1900-01-01 10:10:00,Call,SL Hit First,SL Hit First,1900-01-01 10:11:18,102.85,100.793,-102.8499999999990,Close Price,Close Price,1900-01-01 10:15:00,102.85,101.0,-92.49999999999970,Close Price,Close Price,1900-01-01 10:15:00,102.85,101.0,-92.49999999999970,Close Price,Close Price,1900-01-01 10:15:00,102.85,101.0,-92.49999999999970
14/10/22,1900-01-01 10:15:00,Call,Target Hit First,Target Hit First,1900-01-01 10:15:30,100.5,102.51,100.50000000000000,Close Price,Close Price,1900-01-01 10:20:00,100.5,99.8,-35.00000000000010,Close Price,Close Price,1900-01-01 10:20:00,100.5,99.8,-35.00000000000010,Close Price,Close Price,1900-01-01 10:20:00,100.5,99.8,-35.00000000000010
14/10/22,1900-01-01 10:45:00,Call,Target Hit First,Target Hit First,1900-01-01 10:45:30,91.6,93.432,91.60000000000040,Close Price,Close Price,1900-01-01 10:50:00,91.6,93.6,100.0,Close Price,Close Price,1900-01-01 10:50:00,91.6,93.6,100.0,Close Price,Close Price,1900-01-01 10:50:00,91.6,93.6,100.0
14/10/22,1900-01-01 11:00:00,Call,SL Hit First,SL Hit First,1900-01-01 11:01:00,94.0,92.12,-93.99999999999980,SL Hit First,SL Hit First,1900-01-01 11:03:00,94.0,89.3,-235.00000000000000,Close Price,Close Price,1900-01-01 11:05:00,94.0,92.55,-72.50000000000010,Close Price,Close Price,1900-01-01 11:05:00,94.0,92.55,-72.50000000000010
14/10/22,1900-01-01 11:05:00,Call,Close Price,Close Price,1900-01-01 11:10:00,93.3,94.8,75.0,Close Price,Close Price,1900-01-01 11:10:00,93.3,94.8,75.0,Close Price,Close Price,1900-01-01 11:10:00,93.3,94.8,75.0,Close Price,Close Price,1900-01-01 11:10:00,93.3,94.8,75.0
14/10/22,1900-01-01 11:15:00,Call,Target Hit First,Target Hit First,1900-01-01 11:17:30,97.0,98.94,96.99999999999990,Close Price,Close Price,1900-01-01 11:20:00,97.0,98.25,62.5,Close Price,Close Price,1900-01-01 11:20:00,97.0,98.25,62.5,Close Price,Close Price,1900-01-01 11:20:00,97.0,98.25,62.5
14/10/22,1900-01-01 11:25:00,Call,SL Hit First,SL Hit First,1900-01-01 11:30:00,100.3,98.294,-100.30000000000000,Close Price,Close Price,1900-01-01 11:30:00,100.3,98.05,-112.5,Close Price,Close Price,1900-01-01 11:30:00,100.3,98.05,-112.5,Close Price,Close Price,1900-01-01 11:30:00,100.3,98.05,-112.5
14/10/22,1900-01-01 11:30:00,Call,Target Hit First,Target Hit First,1900-01-01 11:30:36,98.5,100.47,98.49999999999990,Close Price,Close Price,1900-01-01 11:35:00,98.5,99.3,39.99999999999990,Close Price,Close Price,1900-01-01 11:35:00,98.5,99.3,39.99999999999990,Close Price,Close Price,1900-01-01 11:35:00,98.5,99.3,39.99999999999990
14/10/22,1900-01-01 11:35:00,Call,Close Price,Close Price,1900-01-01 11:40:00,99.9,98.35,-77.50000000000060,Close Price,Close Price,1900-01-01 11:40:00,99.9,98.35,-77.50000000000060,Close Price,Close Price,1900-01-01 11:40:00,99.9,98.35,-77.50000000000060,Close Price,Close Price,1900-01-01 11:40:00,99.9,98.35,-77.50000000000060
14/10/22,1900-01-01 11:40:00,Call,SL Hit First,SL Hit First,1900-01-01 11:43:00,98.8,96.824,-98.80000000000000,Close Price,Close Price,1900-01-01 11:45:00,98.8,97.9,-44.999999999999600,Close Price,Close Price,1900-01-01 11:45:00,98.8,97.9,-44.999999999999600,Close Price,Close Price,1900-01-01 11:45:00,98.8,97.9,-44.999999999999600
14/10/22,1900-01-01 11:45:00,Call,Target Hit First,Target Hit First,1900-01-01 11:45:54,97.4,99.348,97.39999999999970,Target Hit First,Target Hit First,1900-01-01 11:48:48,97.4,102.27,243.50000000000000,Close Price,Close Price,1900-01-01 11:50:00,97.4,103.0,280.0000000000000,Close Price,Close Price,1900-01-01 11:50:00,97.4,103.0,280.0000000000000
14/10/22,1900-01-01 11:55:00,Call,Target Hit First,Target Hit First,1900-01-01 11:56:24,96.4,98.328,96.39999999999990,Target Hit First,Target Hit First,1900-01-01 11:57:48,96.4,101.22,241.00000000000000,Target Hit First,Target Hit First,1900-01-01 11:58:30,96.4,103.148,337.4000000000000,Close Price,Close Price,1900-01-01 12:00:00,96.4,101.55,257.50000000000000
14/10/22,1900-01-01 12:00:00,Call,SL Hit First,SL Hit First,1900-01-01 12:01:42,101.85,99.813,-101.8500000000000,Target Hit First,Target Hit First,1900-01-01 12:04:30,101.85,106.9425,254.62500000000000,Target Hit First,Target Hit First,1900-01-01 12:04:36,101.85,108.9795,356.47500000000000,Close Price,Close Price,1900-01-01 12:05:00,101.85,111.85,500.0
14/10/22,1900-01-01 12:05:00,Call,Target Hit First,Target Hit First,1900-01-01 12:05:06,109.95,112.149,109.9500000000000,Target Hit First,Target Hit First,1900-01-01 12:05:54,109.95,115.4475,274.8750000000000,Target Hit First,Target Hit First,1900-01-01 12:07:30,109.95,117.6465,384.82500000000000,Close Price,Close Price,1900-01-01 12:10:00,109.95,116.8,342.5000000000000
14/10/22,1900-01-01 12:20:00,Call,SL Hit First,SL Hit First,1900-01-01 12:20:48,119.25,116.865,-119.25000000000000,SL Hit First,SL Hit First,1900-01-01 12:23:36,119.25,113.2875,-298.1250000000000,Close Price,Close Price,1900-01-01 12:25:00,119.25,117.3,-97.50000000000010,Close Price,Close Price,1900-01-01 12:25:00,119.25,117.3,-97.50000000000010
14/10/22,1900-01-01 13:10:00,Call,SL Hit First,SL Hit First,1900-01-01 13:12:24,91.95,90.111,-91.94999999999990,Close Price,Close Price,1900-01-01 13:15:00,91.95,91.0,-47.50000000000010,Close Price,Close Price,1900-01-01 13:15:00,91.95,91.0,-47.50000000000010,Close Price,Close Price,1900-01-01 13:15:00,91.95,91.0,-47.50000000000010
14/10/22,1900-01-01 13:20:00,Call,SL Hit First,SL Hit First,1900-01-01 13:21:00,87.25,85.505,-87.25000000000020,Target Hit First,Target Hit First,1900-01-01 13:25:00,87.25,91.6125,218.12500000000000,Close Price,Close Price,1900-01-01 13:25:00,87.25,92.4,257.5000000000000,Close Price,Close Price,1900-01-01 13:25:00,87.25,92.4,257.5000000000000
14/10/22,1900-01-01 13:25:00,Call,Target Hit First,Target Hit First,1900-01-01 13:25:24,91.2,93.024,91.1999999999999,Close Price,Close Price,1900-01-01 13:30:00,91.2,93.0,89.99999999999990,Close Price,Close Price,1900-01-01 13:30:00,91.2,93.0,89.99999999999990,Close Price,Close Price,1900-01-01 13:30:00,91.2,93.0,89.99999999999990
14/10/22,1900-01-01 13:30:00,Call,SL Hit First,SL Hit First,1900-01-01 13:31:00,93.15,91.287,-93.15000000000000,SL Hit First,SL Hit First,1900-01-01 13:33:00,93.15,88.4925,-232.87500000000000,Close Price,Close Price,1900-01-01 13:35:00,93.15,91.4,-87.5,Close Price,Close Price,1900-01-01 13:35:00,93.15,91.4,-87.5
14/10/22,1900-01-01 13:40:00,Call,Target Hit First,Target Hit First,1900-01-01 13:42:06,93.25,95.115,93.24999999999970,Close Price,Close Price,1900-01-01 13:45:00,93.25,96.5,162.5,Close Price,Close Price,1900-01-01 13:45:00,93.25,96.5,162.5,Close Price,Close Price,1900-01-01 13:45:00,93.25,96.5,162.5
14/10/22,1900-01-01 13:50:00,Call,SL Hit First,SL Hit First,1900-01-01 13:51:00,90.9,89.08200000000000,-90.89999999999990,SL Hit First,SL Hit First,1900-01-01 13:51:18,90.9,86.355,-227.25000000000000,SL Hit First,SL Hit First,1900-01-01 13:52:12,90.9,84.537,-318.15,SL Hit First,SL Hit First,1900-01-01 13:52:48,90.9,81.81,-454.50000000000000
14/10/22,1900-01-01 14:05:00,Call,Target Hit First,Target Hit First,1900-01-01 14:05:24,76.2,77.724,76.20000000000010,Target Hit First,Target Hit First,1900-01-01 14:09:54,76.2,80.01,190.5000000000000,Close Price,Close Price,1900-01-01 14:10:00,76.2,81.05,242.50000000000000,Close Price,Close Price,1900-01-01 14:10:00,76.2,81.05,242.50000000000000
