Datetime,Date,Time,open,high,low,close,BuyPrice,SellPrice,Strike,EMA5
2022-10-13 09:15:00,2022-10-13,09:15:00,246.85,246.95,210.7,241.7,206.9,238.15,17500,241.7
2022-10-13 09:20:00,2022-10-13,09:20:00,241.7,254.0,230.05,240.3,241.85,242.6,17500,240.86
2022-10-13 09:25:00,2022-10-13,09:25:00,238.4,244.85,229.35,232.15,237.85,238.45,17500,236.7342105263158
2022-10-13 09:30:00,2022-10-13,09:30:00,230.9,245.3,225.4,244.9,230.2,230.75,17500,240.12615384615387
2022-10-13 09:35:00,2022-10-13,09:35:00,245.6,260.95,243.0,246.95,245.85,246.35,17500,242.7457345971564
2022-10-13 09:40:00,2022-10-13,09:40:00,248.0,256.1,245.4,254.75,248.0,248.6,17500,247.13225563909774
2022-10-13 09:45:00,2022-10-13,09:45:00,256.1,264.05,239.15,239.35,256.05,256.8,17500,244.37690626517727
2022-10-13 09:50:00,2022-10-13,09:50:00,239.0,240.0,229.25,234.45,238.35,239.0,17500,240.93358445678032
2022-10-13 09:55:00,2022-10-13,09:55:00,234.45,236.5,229.1,231.85,234.65,235.15,17500,237.8248578582234
2022-10-13 10:00:00,2022-10-13,10:00:00,230.65,230.65,219.45,219.8,229.5,230.2,17500,231.7105402843602
2022-10-13 10:05:00,2022-10-13,10:05:00,220.0,224.3,218.4,221.4,219.25,219.85,17500,228.23349533692368
2022-10-13 10:10:00,2022-10-13,10:10:00,220.85,226.45,216.3,225.5,220.8,221.35,17500,227.3152530127336
2022-10-13 10:15:00,2022-10-13,10:15:00,225.65,225.7,218.65,219.0,225.7,226.0,17500,224.52918655520887
2022-10-13 10:20:00,2022-10-13,10:20:00,218.35,222.5,217.0,221.0,218.0,218.45,17500,223.34874745756133
2022-10-13 10:25:00,2022-10-13,10:25:00,220.75,224.2,217.9,220.0,220.35,220.85,17500,222.2299433387731
2022-10-13 10:30:00,2022-10-13,10:30:00,220.0,223.25,212.85,222.5,220.05,220.7,17500,222.3200994830645
2022-10-13 10:35:00,2022-10-13,10:35:00,222.5,232.0,222.5,229.2,222.9,223.45,17500,224.61572962637183
2022-10-13 10:40:00,2022-10-13,10:40:00,229.2,229.65,221.4,226.2,228.9,229.05,17500,225.14417731948927
2022-10-13 10:45:00,2022-10-13,10:45:00,226.2,235.0,226.0,232.75,225.8,226.35,17500,227.68059570687976
2022-10-13 10:50:00,2022-10-13,10:50:00,233.0,238.05,228.0,228.0,233.55,233.7,17500,227.78709583222647
2022-10-13 10:55:00,2022-10-13,10:55:00,228.0,230.45,222.55,223.5,227.55,228.0,17500,226.35777733012594
2022-10-13 11:00:00,2022-10-13,11:00:00,223.5,223.5,213.15,216.0,223.1,223.7,17500,222.90472336128738
2022-10-13 11:05:00,2022-10-13,11:05:00,216.4,220.85,215.95,219.9,216.0,216.4,17500,221.9030596544926
2022-10-13 11:10:00,2022-10-13,11:10:00,220.0,227.0,218.75,226.45,219.0,219.3,17500,223.41879647593393
2022-10-13 11:15:00,2022-10-13,11:15:00,226.45,235.0,226.45,232.8,226.45,227.05,17500,226.5459881607348
2022-10-13 11:20:00,2022-10-13,11:20:00,234.0,240.0,233.2,238.95,233.8,234.25,17500,230.68076793787532
2022-10-13 11:25:00,2022-10-13,11:25:00,238.9,255.5,238.9,246.45,238.7,239.0,17500,235.93727114467822
