Date,Time,open,high,low,close,BuyPrice,SellPrice,ema5,Long_Call_Entry,Long Call Entry Point,short_put_entry,Short Put Entry Point,Call Or Put Status,round off values
2022-10-31,09:15:00,17948.0,18100.0,17926.1,18095.0,17926.05,17945.45,18095.0,False,,False,,,18100.0
2022-10-31,09:20:00,17982.25,18099.7,17968.1,18088.0,17982.4,17984.65,18090.8,False,,True,Enter the short put trade at - 18088.0,Buy Put and Sell Call at ,18100.0
2022-10-31,09:25:00,18039.0,18109.05,17975.0,17999.75,18037.95,18039.3,18047.671052631576,False,,True,Enter the short put trade at - 17999.75,Buy Put and Sell Call at ,18000.0
2022-10-31,09:30:00,17999.9,18117.0,17999.9,18117.0,17999.85,17999.9,18076.469230769228,True,Enter the Long Call trade at - 18117.0,False,,Buy Call and Sell Put at ,18100.0
2022-10-31,09:35:00,18007.05,18126.65,18005.0,18126.65,18007.0,18007.35,18095.732938388624,True,Enter the Long Call trade at - 18126.65,False,,Buy Call and Sell Put at ,18100.0
2022-10-31,09:40:00,18018.1,18127.2,18002.2,18062.0,18018.05,18020.0,18083.406466165412,False,,True,Enter the short put trade at - 18062.0,Buy Put and Sell Call at ,18100.0
2022-10-31,09:45:00,18003.0,18118.85,17997.3,18063.0,18002.5,18002.9,18076.181447304516,False,,True,Enter the short put trade at - 18063.0,Buy Put and Sell Call at ,18100.0
2022-10-31,09:50:00,18004.55,18115.4,17990.1,18100.05,18003.0,18004.55,18084.460674068196,True,Enter the Long Call trade at - 18100.05,False,,Buy Call and Sell Put at ,18100.0
2022-10-31,09:55:00,17990.5,18107.85,17987.7,18047.7,17990.15,17992.5,18071.87986020552,False,,True,Enter the short put trade at - 18047.7,Buy Put and Sell Call at ,18000.0
2022-10-31,10:00:00,17990.4,18113.7,17989.1,18060.4,17990.0,17990.4,18067.985709607932,False,,True,Enter the short put trade at - 18060.4,Buy Put and Sell Call at ,18100.0
2022-10-31,10:05:00,18004.85,18114.0,17990.3,18102.8,18002.45,18004.0,18079.726205175357,True,Enter the Long Call trade at - 18102.8,False,,Buy Call and Sell Put at ,18100.0
2022-10-31,10:10:00,17992.25,18116.0,17989.0,18116.0,17992.1,17992.25,18091.911385525604,True,Enter the Long Call trade at - 18116.0,False,,Buy Call and Sell Put at ,18100.0
2022-10-31,10:15:00,18006.0,18119.95,18002.0,18116.0,18005.1,18006.6,18099.98239439239,True,Enter the Long Call trade at - 18116.0,False,,Buy Call and Sell Put at ,18100.0
2022-10-31,10:20:00,18002.8,18118.0,17998.25,18118.0,18002.25,18003.6,18106.00890667008,True,Enter the Long Call trade at - 18118.0,False,,Buy Call and Sell Put at ,18100.0
2022-10-31,10:25:00,18002.25,18118.0,17999.3,18115.0,18002.0,18002.05,18109.01279764048,True,Enter the Long Call trade at - 18115.0,False,,Buy Call and Sell Put at ,18100.0
2022-10-31,10:30:00,18002.0,18115.0,17995.0,18058.55,18000.75,18002.65,18092.16621720527,False,,True,Enter the short put trade at - 18058.55,Buy Put and Sell Call at ,18100.0
2022-10-31,10:35:00,18001.7,18111.0,17997.0,18107.7,18000.0,18001.75,18097.349405528326,True,Enter the Long Call trade at - 18107.7,False,,Buy Call and Sell Put at ,18100.0
2022-10-31,10:40:00,18002.5,18112.0,17992.0,18105.0,18002.4,18003.55,18099.901330418692,True,Enter the Long Call trade at - 18105.0,False,,Buy Call and Sell Put at ,18100.0
2022-10-31,10:45:00,18055.0,18107.2,17990.4,18104.0,18055.0,18057.35,18101.2681701843,True,Enter the Long Call trade at - 18104.0,False,,Buy Call and Sell Put at ,18100.0
2022-10-31,10:50:00,17993.6,18108.9,17986.6,18099.0,17993.6,17994.0,18100.511886019878,False,,True,Enter the short put trade at - 18099.0,Buy Put and Sell Call at ,18100.0
2022-10-31,10:55:00,17992.4,18107.25,17992.05,18104.2,17992.0,17992.7,18101.74150386747,True,Enter the Long Call trade at - 18104.2,False,,Buy Call and Sell Put at ,18100.0
